"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alex Scales","https://www.nba.com/stats/player/2637/","SAS","https://www.nba.com/stats/team/1610612759/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-4","195","Oregon","https://www.nba.com/stats/players/traditional/?College=Oregon","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Allen Iverson","https://www.nba.com/stats/player/947/","PHI","https://www.nba.com/stats/team/1610612755/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-0","165","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","1","72.0","33.0","3.2","7.4","0.1","1.5","6.2","35.0","54.3","33.1"
"Alonzo Mourning","https://www.nba.com/stats/player/297/","MIA","https://www.nba.com/stats/team/1610612748/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-10","261","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1992","https://www.nba.com/stats/players/traditional/?DraftYear=1992","1","2","65.0","7.8","5.5","0.2","9.5","10.1","17.0","17.1","61.5","1.4"
"Alvin Williams","https://www.nba.com/stats/player/1541/","TOR","https://www.nba.com/stats/team/1610612761/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-5","195","Villanova","https://www.nba.com/stats/players/traditional/?College=Villanova","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","47","1.0","1.0","3.0","0.0","-27.7","0.0","27.3","17.4","12.9","0.0"
"Amar'e Stoudemire","https://www.nba.com/stats/player/2405/","PHX","https://www.nba.com/stats/team/1610612756/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-10","245","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","9","3.0","8.7","5.3","0.7","-0.9","10.7","19.2","27.4","42.0","6.3"
"Amir Johnson","https://www.nba.com/stats/player/101161/","DET","https://www.nba.com/stats/team/1610612765/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","6-9","210","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","3.0","6.7","1.3","1.0","-25.3","7.7","2.4","16.8","85.0","12.5"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-10","240","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","48.0","4.6","4.9","0.4","6.1","10.1","21.4","13.3","54.1","4.0"
"Andray Blatche","https://www.nba.com/stats/player/101154/","WAS","https://www.nba.com/stats/team/1610612764/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","6-11","235","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","49","29.0","2.2","1.3","0.3","-3.2","6.9","15.1","20.7","45.0","10.3"
"Andre Barrett","https://www.nba.com/stats/player/2857/","TOR","https://www.nba.com/stats/team/1610612761/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","5-10","173","Seton Hall","https://www.nba.com/stats/players/traditional/?College=Seton%20Hall","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","19.0","4.6","1.3","2.7","-4.2","2.8","6.0","18.5","39.8","28.0"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","PHI","https://www.nba.com/stats/team/1610612755/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-6","207","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","82.0","12.3","5.9","3.1","0.5","4.0","12.0","14.5","59.8","12.6"
"Andre Miller","https://www.nba.com/stats/player/1889/","DEN","https://www.nba.com/stats/team/1610612743/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-2","205","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","82.0","13.7","4.3","8.2","2.5","3.4","8.8","20.2","53.2","35.5"
"Andre Owens","https://www.nba.com/stats/player/101261/","UTA","https://www.nba.com/stats/team/1610612762/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-4","200","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","23.0","3.0","0.9","0.3","-7.9","4.8","5.6","19.8","42.1","7.9"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","UTA","https://www.nba.com/stats/team/1610612762/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","225","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","69.0","15.3","8.0","4.3","1.0","6.6","16.1","20.5","55.6","20.2"
"Andres Nocioni","https://www.nba.com/stats/player/2804/","CHI","https://www.nba.com/stats/team/1610612741/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-7","225","None","https://www.nba.com/stats/players/traditional/?College=None","Argentina","https://www.nba.com/stats/players/traditional/?Country=Argentina","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","82.0","13.0","6.1","1.4","-1.6","3.9","18.6","20.8","56.7","9.1"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","MIL","https://www.nba.com/stats/team/1610612749/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","7-0","245","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","82.0","9.4","7.0","2.3","1.9","8.4","17.6","15.7","55.5","13.3"
"Andrew Bynum","https://www.nba.com/stats/player/101115/","LAL","https://www.nba.com/stats/team/1610612747/traditional","18","https://www.nba.com/stats/players/traditional/?CF=AGE*E*18","7-0","275","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","10","46.0","1.6","1.7","0.2","-5.1","9.6","13.8","14.6","39.4","4.4"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-11","245","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","68.0","3.8","4.2","0.4","2.4","12.1","16.6","11.0","59.5","3.8"
"Anfernee Hardaway","https://www.nba.com/stats/player/358/","NYK","https://www.nba.com/stats/team/1610612752/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-7","215","Memphis State","https://www.nba.com/stats/players/traditional/?College=Memphis%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1993","https://www.nba.com/stats/players/traditional/?DraftYear=1993","1","3","4.0","2.5","2.5","2.0","3.6","0.0","15.2","13.5","33.6","17.4"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","WAS","https://www.nba.com/stats/team/1610612764/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","82.0","20.5","9.3","1.9","3.3","5.0","19.3","23.3","51.8","8.3"
"Anthony Carter","https://www.nba.com/stats/player/1853/","MIN","https://www.nba.com/stats/team/1610612750/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-2","195","Hawaii","https://www.nba.com/stats/players/traditional/?College=Hawaii","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","45.0","3.3","1.4","2.2","-2.8","1.6","9.1","15.7","46.5","27.7"
"Anthony Goldwire","https://www.nba.com/stats/player/924/","LAC","https://www.nba.com/stats/team/1610612746/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-2","182","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1994","https://www.nba.com/stats/players/traditional/?DraftYear=1994","2","52","3.0","0.7","0.3","0.7","-4.7","0.0","5.0","17.0","14.3","18.2"
"Anthony Grundy","https://www.nba.com/stats/player/101219/","ATL","https://www.nba.com/stats/team/1610612737/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-3","185","North Carolina State","https://www.nba.com/stats/players/traditional/?College=North%20Carolina%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","12.0","4.3","1.4","0.8","11.7","0.9","13.7","20.9","58.9","13.0"
"Anthony Johnson","https://www.nba.com/stats/player/1533/","IND","https://www.nba.com/stats/team/1610612754/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-3","200","College of Charleston","https://www.nba.com/stats/players/traditional/?College=College%20of%20Charleston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","39","75.0","9.2","2.2","4.3","3.1","1.7","6.8","18.1","52.0","27.9"
"Anthony Roberson","https://www.nba.com/stats/player/101194/","MEM","https://www.nba.com/stats/team/1610612763/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-2","180","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","16.0","2.2","0.4","0.3","1.4","0.0","6.0","18.9","54.9","12.2"
"Antoine Walker","https://www.nba.com/stats/player/952/","MIA","https://www.nba.com/stats/team/1610612748/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-9","245","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","6","82.0","12.2","5.1","2.0","2.6","4.9","14.5","22.5","52.4","12.9"
"Antoine Wright","https://www.nba.com/stats/player/101120/","NJN","https://www.nba.com/stats/team/1610612751/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-7","210","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","15","39.0","1.8","0.8","0.3","-8.8","2.4","6.2","14.2","38.6","5.7"
"Antonio Burks","https://www.nba.com/stats/player/2766/","MEM","https://www.nba.com/stats/team/1610612763/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-0","195","Memphis","https://www.nba.com/stats/players/traditional/?College=Memphis","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","36","57.0","2.0","0.6","1.3","-3.0","0.8","6.0","15.5","36.7","24.0"
"Antonio Daniels","https://www.nba.com/stats/player/1498/","WAS","https://www.nba.com/stats/team/1610612764/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-4","205","Bowling Green","https://www.nba.com/stats/players/traditional/?College=Bowling%20Green","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","4","80.0","9.6","2.2","3.6","2.7","0.9","7.2","15.3","55.0","19.6"
"Antonio Davis","https://www.nba.com/stats/player/213/","TOR","https://www.nba.com/stats/team/1610612761/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-9","245","Texas-El Paso","https://www.nba.com/stats/players/traditional/?College=Texas-El%20Paso","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1990","https://www.nba.com/stats/players/traditional/?DraftYear=1990","2","45","44.0","4.9","4.7","0.5","-10.1","9.9","14.3","13.3","47.9","3.5"
"Antonio McDyess","https://www.nba.com/stats/player/686/","DET","https://www.nba.com/stats/team/1610612765/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","245","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","2","82.0","7.8","5.3","1.1","4.4","9.1","17.7","18.3","52.0","8.9"
"Arvydas Macijauskas","https://www.nba.com/stats/player/101178/","NOK","https://www.nba.com/stats/team/1610612740/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-4","214","None","https://www.nba.com/stats/players/traditional/?College=None","Lithuania","https://www.nba.com/stats/players/traditional/?Country=Lithuania","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","19.0","2.3","0.5","0.3","-2.8","2.3","6.0","19.3","46.2","7.1"
"Austin Croshere","https://www.nba.com/stats/player/1506/","IND","https://www.nba.com/stats/team/1610612754/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-10","235","Providence","https://www.nba.com/stats/players/traditional/?College=Providence","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","12","50.0","8.2","5.3","1.2","4.1","5.9","17.8","15.1","61.8","8.9"
"Awvee Storey","https://www.nba.com/stats/player/2852/","WAS","https://www.nba.com/stats/team/1610612764/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-6","225","Arizona State","https://www.nba.com/stats/players/traditional/?College=Arizona%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","25.0","1.7","0.9","0.2","7.8","6.5","13.5","19.1","45.6","5.9"
"Baron Davis","https://www.nba.com/stats/player/1884/","GSW","https://www.nba.com/stats/team/1610612744/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-3","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","3","54.0","17.9","4.4","8.9","0.7","2.2","9.8","25.8","48.9","41.2"
"Ben Gordon","https://www.nba.com/stats/player/2732/","CHI","https://www.nba.com/stats/team/1610612741/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","80.0","16.9","2.7","3.0","1.4","1.7","6.9","25.8","53.1","17.0"
"Ben Wallace","https://www.nba.com/stats/player/1112/","DET","https://www.nba.com/stats/team/1610612765/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","240","Virginia Union","https://www.nba.com/stats/players/traditional/?College=Virginia%20Union","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","82.0","7.3","11.3","1.9","11.6","10.9","22.5","11.3","50.1","8.1"
"Beno Udrih","https://www.nba.com/stats/player/2757/","SAS","https://www.nba.com/stats/team/1610612759/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-3","200","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","55.0","5.0","0.9","1.7","3.9","3.3","6.3","24.2","53.9","27.3"
"Bernard Robinson","https://www.nba.com/stats/player/2774/","CHA","https://www.nba.com/stats/team/1610612766/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-6","210","Michigan","https://www.nba.com/stats/players/traditional/?College=Michigan","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","45","66.0","6.4","3.3","1.2","-3.5","4.6","12.9","16.4","49.8","9.6"
"Billy Thomas","https://www.nba.com/stats/player/2873/","WAS","https://www.nba.com/stats/team/1610612764/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-5","220","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","17.0","2.2","0.8","0.5","-1.8","3.4","7.0","15.0","46.5","10.8"
"Bo Outlaw","https://www.nba.com/stats/player/448/","ORL","https://www.nba.com/stats/team/1610612753/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-8","220","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","32.0","2.3","2.4","0.4","-1.1","9.5","13.0","10.3","61.0","6.5"
"Bobby Jackson","https://www.nba.com/stats/player/1517/","MEM","https://www.nba.com/stats/team/1610612763/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-1","185","Minnesota","https://www.nba.com/stats/players/traditional/?College=Minnesota","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","23","71.0","11.4","3.1","2.7","5.4","2.7","10.9","24.4","49.7","20.5"
"Bobby Simmons","https://www.nba.com/stats/player/2250/","MIL","https://www.nba.com/stats/team/1610612749/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","228","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","2","41","75.0","13.4","4.4","2.3","1.0","3.8","10.1","18.1","55.9","11.2"
"Boniface Ndong","https://www.nba.com/stats/player/101238/","LAC","https://www.nba.com/stats/team/1610612746/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","7-0","205","None","https://www.nba.com/stats/players/traditional/?College=None","Senegal","https://www.nba.com/stats/players/traditional/?Country=Senegal","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","23.0","2.2","1.6","0.3","-14.4","9.6","16.9","17.9","43.9","8.0"
"Bonzi Wells","https://www.nba.com/stats/player/1719/","SAC","https://www.nba.com/stats/team/1610612758/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-5","210","Ball State","https://www.nba.com/stats/players/traditional/?College=Ball%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","11","52.0","13.6","7.7","2.8","3.8","8.9","16.1","21.9","50.7","13.9"
"Boris Diaw","https://www.nba.com/stats/player/2564/","PHX","https://www.nba.com/stats/team/1610612756/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-8","215","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","81.0","13.3","6.9","6.2","8.7","5.8","13.4","17.7","56.4","24.5"
"Bostjan Nachbar","https://www.nba.com/stats/player/2411/","NJN","https://www.nba.com/stats/team/1610612751/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","221","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","15","36.0","4.4","1.7","0.8","0.1","1.6","11.0","18.2","44.8","9.4"
