"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Allan Ray","https://www.nba.com/stats/player/200810/","BOS","https://www.nba.com/stats/team/1610612738/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-2","190","Villanova","https://www.nba.com/stats/players/traditional/?College=Villanova","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","47.0","6.2","1.5","0.9","-0.8","2.4","8.3","19.8","51.2","10.5"
"Allen Iverson","https://www.nba.com/stats/player/947/","DEN","https://www.nba.com/stats/team/1610612743/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-0","165","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","1","65.0","26.3","3.0","7.2","-0.2","0.8","6.1","28.8","54.0","30.2"
"Alonzo Mourning","https://www.nba.com/stats/player/297/","MIA","https://www.nba.com/stats/team/1610612748/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-10","261","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1992","https://www.nba.com/stats/players/traditional/?DraftYear=1992","1","2","77.0","8.6","4.5","0.2","-1.8","8.9","13.7","20.4","59.0","2.0"
"Alvin Williams","https://www.nba.com/stats/player/1541/","LAC","https://www.nba.com/stats/team/1610612746/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-5","195","Villanova","https://www.nba.com/stats/players/traditional/?College=Villanova","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","47","2.0","1.0","0.5","1.5","-38.1","7.1","0.0","25.9","26.6","42.9"
"Amar'e Stoudemire","https://www.nba.com/stats/player/2405/","PHX","https://www.nba.com/stats/team/1610612756/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-10","245","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","9","82.0","20.4","9.6","1.0","8.3","9.1","20.4","25.2","63.7","4.9"
"Amir Johnson","https://www.nba.com/stats/player/101161/","DET","https://www.nba.com/stats/team/1610612765/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-9","210","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","8.0","5.9","4.6","0.4","0.4","12.8","15.5","17.0","60.0","3.9"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-10","240","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","81.0","6.8","6.7","0.9","6.8","9.7","19.2","13.5","52.7","6.0"
"Andray Blatche","https://www.nba.com/stats/player/101154/","WAS","https://www.nba.com/stats/team/1610612764/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-11","248","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","49","56.0","3.7","3.4","0.7","-5.8","10.7","17.4","16.9","47.1","9.4"
"Andre Barrett","https://www.nba.com/stats/player/2857/","CHI","https://www.nba.com/stats/team/1610612741/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","5-10","173","Seton Hall","https://www.nba.com/stats/players/traditional/?College=Seton%20Hall","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","6.0","1.3","0.8","1.2","-2.9","3.8","16.0","16.9","50.0","36.8"
"Andre Brown","https://www.nba.com/stats/player/2810/","SEA","https://www.nba.com/stats/team/1610612760/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-9","245","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","38.0","2.4","1.9","0.1","-3.6","10.0","16.8","17.1","57.7","1.4"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","PHI","https://www.nba.com/stats/team/1610612755/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","207","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","76.0","18.2","5.7","5.7","-3.5","2.7","12.4","22.4","56.2","24.2"
"Andre Miller","https://www.nba.com/stats/player/1889/","PHI","https://www.nba.com/stats/team/1610612755/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-2","200","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","80.0","13.4","4.4","7.8","-0.5","3.5","8.8","18.9","52.0","32.9"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","TOR","https://www.nba.com/stats/team/1610612761/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","7-0","250","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","65.0","11.6","3.9","0.8","1.4","3.4","13.0","22.2","54.6","5.1"
"Andreas Glyniadakis","https://www.nba.com/stats/player/2601/","SEA","https://www.nba.com/stats/team/1610612760/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-1","280","None","https://www.nba.com/stats/players/traditional/?College=None","Greece","https://www.nba.com/stats/players/traditional/?Country=Greece","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","2","58","13.0","1.3","0.6","0.1","-15.0","2.7","8.5","15.3","47.5","2.0"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","UTA","https://www.nba.com/stats/team/1610612762/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-9","227","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","70.0","8.3","4.7","2.9","1.1","4.7","12.3","14.5","55.8","14.5"
"Andres Nocioni","https://www.nba.com/stats/player/2804/","CHI","https://www.nba.com/stats/team/1610612741/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-7","225","None","https://www.nba.com/stats/players/traditional/?College=None","Argentina","https://www.nba.com/stats/players/traditional/?Country=Argentina","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","53.0","14.1","5.7","1.1","1.8","3.1","18.6","23.7","57.8","7.3"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","MIL","https://www.nba.com/stats/team/1610612749/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","7-0","245","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","66.0","12.3","8.8","3.0","-2.6","7.8","20.0","17.2","56.6","13.8"
"Andrew Bynum","https://www.nba.com/stats/player/101115/","LAL","https://www.nba.com/stats/team/1610612747/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","7-0","275","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","10","82.0","7.8","5.9","1.1","-2.8","8.3","19.1","16.3","59.3","8.5"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","245","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","82.0","9.5","9.3","1.1","2.9","10.6","21.5","13.9","59.8","5.3"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","WAS","https://www.nba.com/stats/team/1610612764/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","70.0","19.8","8.0","1.9","1.2","5.0","17.0","22.4","54.5","8.4"
"Anthony Carter","https://www.nba.com/stats/player/1853/","DEN","https://www.nba.com/stats/team/1610612743/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-2","195","Hawaii","https://www.nba.com/stats/players/traditional/?College=Hawaii","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","2.0","3.0","1.5","5.5","7.7","0.0","5.9","15.6","37.5","42.3"
"Anthony Johnson","https://www.nba.com/stats/player/1533/","ATL","https://www.nba.com/stats/team/1610612737/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-3","195","College of Charleston","https://www.nba.com/stats/players/traditional/?College=College%20of%20Charleston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","39","67.0","5.3","1.5","3.0","-4.8","1.8","6.5","15.6","48.0","24.9"
"Anthony Parker","https://www.nba.com/stats/player/1515/","TOR","https://www.nba.com/stats/team/1610612761/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-6","215","Bradley","https://www.nba.com/stats/players/traditional/?College=Bradley","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","21","73.0","12.4","3.9","2.1","6.7","2.7","9.6","15.5","59.6","9.6"
"Anthony Roberson","https://www.nba.com/stats/player/101194/","GSW","https://www.nba.com/stats/team/1610612744/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-2","188","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","20.0","5.6","1.1","0.5","-11.3","0.8","8.3","21.9","52.7","7.1"
"Antoine Walker","https://www.nba.com/stats/player/952/","MIA","https://www.nba.com/stats/team/1610612748/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-9","245","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","6","78.0","8.5","4.3","1.7","-2.2","5.4","14.1","21.9","46.2","12.2"
"Antoine Wright","https://www.nba.com/stats/player/101120/","NJN","https://www.nba.com/stats/team/1610612751/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-7","215","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","15","63.0","4.5","2.8","0.9","-6.3","3.6","12.3","13.1","50.0","8.1"
"Antonio Daniels","https://www.nba.com/stats/player/1498/","WAS","https://www.nba.com/stats/team/1610612764/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-4","205","Bowling Green","https://www.nba.com/stats/players/traditional/?College=Bowling%20Green","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","4","80.0","7.1","1.9","3.6","-0.4","1.0","8.0","14.1","57.2","26.1"
"Antonio McDyess","https://www.nba.com/stats/player/686/","DET","https://www.nba.com/stats/team/1610612765/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-9","245","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","2","82.0","8.1","6.0","0.9","8.9","9.9","20.0","18.0","55.2","7.2"
"Austin Croshere","https://www.nba.com/stats/player/1506/","DAL","https://www.nba.com/stats/team/1610612742/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-10","235","Providence","https://www.nba.com/stats/players/traditional/?College=Providence","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","12","61.0","3.7","3.0","0.7","1.2","4.6","20.8","16.9","46.3","10.4"
"Baron Davis","https://www.nba.com/stats/player/1884/","GSW","https://www.nba.com/stats/team/1610612744/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-3","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","3","63.0","20.1","4.4","8.1","5.3","2.3","10.1","26.3","53.0","35.6"
"Ben Gordon","https://www.nba.com/stats/player/2732/","CHI","https://www.nba.com/stats/team/1610612741/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","82.0","21.4","3.1","3.6","6.6","1.3","8.2","28.6","57.2","19.4"
"Ben Wallace","https://www.nba.com/stats/player/1112/","CHI","https://www.nba.com/stats/team/1610612741/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-9","240","Virginia Union","https://www.nba.com/stats/players/traditional/?College=Virginia%20Union","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","77.0","6.4","10.7","2.4","3.3","11.3","19.6","10.7","45.6","10.1"
"Beno Udrih","https://www.nba.com/stats/player/2757/","SAS","https://www.nba.com/stats/team/1610612759/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-3","200","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","73.0","4.7","1.1","1.7","-0.2","1.2","7.8","20.5","45.9","22.0"
"Bernard Robinson","https://www.nba.com/stats/player/2774/","NJN","https://www.nba.com/stats/team/1610612751/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","210","Michigan","https://www.nba.com/stats/players/traditional/?College=Michigan","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","45","31.0","2.0","1.5","0.6","-9.2","3.6","13.4","14.3","41.3","11.9"
"Bo Outlaw","https://www.nba.com/stats/player/448/","ORL","https://www.nba.com/stats/team/1610612753/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-8","220","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","41.0","2.0","2.6","0.4","-1.3","11.4","14.4","8.1","66.7","5.5"
"Bobby Jackson","https://www.nba.com/stats/player/1517/","NOK","https://www.nba.com/stats/team/1610612740/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-1","185","Minnesota","https://www.nba.com/stats/players/traditional/?College=Minnesota","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","23","56.0","10.6","3.2","2.5","1.3","3.1","10.3","22.4","50.0","17.9"
"Bobby Jones","https://www.nba.com/stats/player/200784/","PHI","https://www.nba.com/stats/team/1610612755/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-7","215","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","2","37","44.0","2.5","1.3","0.4","7.4","6.7","11.0","17.2","49.5","7.5"
"Bonzi Wells","https://www.nba.com/stats/player/1719/","HOU","https://www.nba.com/stats/team/1610612745/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-5","210","Ball State","https://www.nba.com/stats/players/traditional/?College=Ball%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","11","28.0","7.8","4.3","1.1","0.2","4.7","16.2","23.5","44.6","10.0"
"Boris Diaw","https://www.nba.com/stats/player/2564/","PHX","https://www.nba.com/stats/team/1610612756/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-8","230","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","73.0","9.7","4.3","4.8","5.3","4.5","9.9","15.3","57.0","21.9"
"Bostjan Nachbar","https://www.nba.com/stats/player/2411/","NJN","https://www.nba.com/stats/team/1610612751/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-9","221","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","15","76.0","9.2","3.3","0.8","-1.1","1.9","14.9","18.7","61.4","7.2"
"Bracey Wright","https://www.nba.com/stats/player/101152/","MIN","https://www.nba.com/stats/team/1610612750/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-3","201","Indiana","https://www.nba.com/stats/players/traditional/?College=Indiana","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","47","19.0","3.5","1.1","0.8","14.1","3.7","8.4","17.0","49.3","11.4"
"Brad Miller","https://www.nba.com/stats/player/1802/","SAC","https://www.nba.com/stats/team/1610612758/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","7-0","261","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","63.0","9.0","6.4","3.6","1.7","4.5","18.7","16.6","50.8","19.6"
"Brandon Bass","https://www.nba.com/stats/player/101138/","NOK","https://www.nba.com/stats/team/1610612740/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-8","240","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","21.0","2.0","2.0","0.1","-6.3","7.6","22.1","16.7","41.1","3.0"
"Brandon Roy","https://www.nba.com/stats/player/200750/","POR","https://www.nba.com/stats/team/1610612757/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-6","229","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","6","57.0","16.8","4.4","4.0","-4.9","3.0","10.7","22.5","54.8","20.2"
"Brendan Haywood","https://www.nba.com/stats/player/2217/","WAS","https://www.nba.com/stats/team/1610612764/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-0","263","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","1","20","77.0","6.6","6.2","0.6","1.9","10.9","16.7","13.4","57.1","4.0"
"Brent Barry","https://www.nba.com/stats/player/699/","SAS","https://www.nba.com/stats/team/1610612759/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-7","210","Oregon State","https://www.nba.com/stats/players/traditional/?College=Oregon%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","15","75.0","8.5","2.1","1.8","6.0","1.2","9.1","15.0","66.6","13.2"
"Brevin Knight","https://www.nba.com/stats/player/1510/","CHA","https://www.nba.com/stats/team/1610612766/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","5-10","170","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","16","45.0","9.1","2.6","6.6","-3.1","1.1","8.5","17.9","48.7","37.8"
