"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alec Burks","https://www.nba.com/stats/player/202692/","UTA","https://www.nba.com/stats/team/1610612762/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","214","Colorado","https://www.nba.com/stats/players/traditional/?College=Colorado","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","12","64.0","7.7","3.0","1.0","-1.0","1.9","16.8","22.1","52.7","10.4"
"Alec Peters","https://www.nba.com/stats/player/1628409/","PHX","https://www.nba.com/stats/team/1610612756/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-9","235","Valparaiso","https://www.nba.com/stats/players/traditional/?College=Valparaiso","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2017","https://www.nba.com/stats/players/traditional/?DraftYear=2017","2","54","20.0","4.1","1.9","0.6","7.3","3.2","12.0","15.1","52.3","7.3"
"Alex Abrines","https://www.nba.com/stats/player/203518/","OKC","https://www.nba.com/stats/team/1610612760/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-6","190","None","https://www.nba.com/stats/players/traditional/?College=None","Spain","https://www.nba.com/stats/players/traditional/?Country=Spain","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","2","32","75.0","4.7","1.5","0.4","1.2","2.1","7.9","12.6","56.7","3.6"
"Alex Caruso","https://www.nba.com/stats/player/1627936/","LAL","https://www.nba.com/stats/team/1610612747/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-5","186","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","37.0","3.6","1.8","2.0","-0.3","2.6","8.6","12.8","51.9","18.5"
"Alex Len","https://www.nba.com/stats/player/203458/","PHX","https://www.nba.com/stats/team/1610612756/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-1","250","Maryland","https://www.nba.com/stats/players/traditional/?College=Maryland","Ukraine","https://www.nba.com/stats/players/traditional/?Country=Ukraine","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","5","69.0","8.5","7.5","1.2","-8.6","11.6","22.8","16.4","61.2","9.3"
"Alex Poythress","https://www.nba.com/stats/player/1627816/","IND","https://www.nba.com/stats/team/1610612754/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-9","235","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","25.0","1.0","0.7","0.1","-13.0","6.1","10.2","11.2","50.0","2.6"
"Alfonzo McKinnie","https://www.nba.com/stats/player/1628035/","TOR","https://www.nba.com/stats/team/1610612761/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-8","215","Wisc.-Green Bay","https://www.nba.com/stats/players/traditional/?College=Wisc.-Green%20Bay","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","14.0","1.5","0.5","0.1","-12.3","2.2","9.8","15.8","64.3","2.7"
"Allen Crabbe","https://www.nba.com/stats/player/203459/","BKN","https://www.nba.com/stats/team/1610612751/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","215","California","https://www.nba.com/stats/players/traditional/?College=California","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","2","31","75.0","13.2","4.3","1.6","-1.9","1.2","13.0","18.3","55.8","8.2"
"Amir Johnson","https://www.nba.com/stats/player/101161/","PHI","https://www.nba.com/stats/team/1610612755/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","240","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","74.0","4.6","4.5","1.6","1.5","10.2","16.9","12.5","57.5","13.7"
"Andre Drummond","https://www.nba.com/stats/player/203083/","DET","https://www.nba.com/stats/team/1610612765/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-11","279","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","9","78.0","15.0","16.0","3.0","-1.0","14.5","32.9","20.7","55.5","14.0"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","GSW","https://www.nba.com/stats/team/1610612744/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-6","215","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","64.0","6.0","3.8","3.3","7.9","3.3","10.9","11.2","53.6","16.9"
"Andre Ingram","https://www.nba.com/stats/player/201281/","LAL","https://www.nba.com/stats/team/1610612747/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-3","190","American University","https://www.nba.com/stats/players/traditional/?College=American%20University","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","2.0","12.0","3.0","3.5","14.1","1.6","7.2","13.6","65.5","14.9"
"Andre Roberson","https://www.nba.com/stats/player/203460/","OKC","https://www.nba.com/stats/team/1610612760/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-7","210","Colorado","https://www.nba.com/stats/players/traditional/?College=Colorado","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","26","39.0","5.0","4.7","1.2","9.4","6.8","10.9","8.5","54.3","5.9"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","LAL","https://www.nba.com/stats/team/1610612747/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","24.0","1.5","3.3","0.6","-5.1","10.4","22.3","8.5","69.6","9.9"
"Andrew Harrison","https://www.nba.com/stats/player/1626150/","MEM","https://www.nba.com/stats/team/1610612763/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","213","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","2","44","56.0","9.5","2.3","3.2","-7.3","1.7","8.5","19.5","53.4","22.2"
"Andrew White III","https://www.nba.com/stats/player/1628510/","ATL","https://www.nba.com/stats/team/1610612737/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-7","210","Syracuse","https://www.nba.com/stats/players/traditional/?College=Syracuse","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2017","https://www.nba.com/stats/players/traditional/?DraftYear=2017","","","15.0","4.6","2.3","0.4","-18.6","1.6","13.3","16.0","46.1","5.0"
"Andrew Wiggins","https://www.nba.com/stats/player/203952/","MIN","https://www.nba.com/stats/team/1610612750/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-8","202","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","1","82.0","17.7","4.4","2.0","3.5","2.8","9.4","22.8","50.5","8.0"
"Ante Zizic","https://www.nba.com/stats/player/1627790/","CLE","https://www.nba.com/stats/team/1610612739/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","250","None","https://www.nba.com/stats/players/traditional/?College=None","Croatia","https://www.nba.com/stats/players/traditional/?Country=Croatia","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","23","32.0","3.7","1.9","0.2","-9.1","11.2","17.9","17.1","74.6","3.9"
"Anthony Brown","https://www.nba.com/stats/player/1626148/","MIN","https://www.nba.com/stats/team/1610612750/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-7","224","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","2","34","1.0","3.0","0.0","1.0","30.0","0.0","0.0","10.0","150.0","33.3"
"Anthony Davis","https://www.nba.com/stats/player/203076/","NOP","https://www.nba.com/stats/team/1610612740/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-10","253","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","1","75.0","28.1","11.1","2.3","5.0","7.0","21.3","29.1","61.2","10.4"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","DET","https://www.nba.com/stats/team/1610612765/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","79.0","8.9","3.1","1.1","0.9","2.7","10.9","14.4","66.3","7.6"
"Antonio Blakeney","https://www.nba.com/stats/player/1628469/","CHI","https://www.nba.com/stats/team/1610612741/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-4","197","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","19.0","7.9","1.7","1.1","-1.3","1.1","8.9","22.7","47.1","9.6"
"Antonius Cleveland","https://www.nba.com/stats/player/1628499/","ATL","https://www.nba.com/stats/team/1610612737/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-6","195","S.E. Missouri","https://www.nba.com/stats/players/traditional/?College=S.E.%20Missouri","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","17.0","1.4","0.8","0.1","-13.9","2.2","8.5","10.7","48.6","2.5"
"Aron Baynes","https://www.nba.com/stats/player/203382/","BOS","https://www.nba.com/stats/team/1610612738/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-10","260","Washington State","https://www.nba.com/stats/players/traditional/?College=Washington%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","81.0","6.0","5.4","1.1","6.5","8.6","19.6","16.6","50.2","9.5"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","ORL","https://www.nba.com/stats/team/1610612753/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-5","210","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","53.0","3.4","1.2","0.6","-6.8","0.6","8.2","12.7","51.6","6.6"
"Austin Rivers","https://www.nba.com/stats/player/203085/","LAC","https://www.nba.com/stats/team/1610612746/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-4","200","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","10","61.0","15.1","2.4","4.0","-1.7","1.3","5.8","20.6","52.6","17.9"
"Avery Bradley","https://www.nba.com/stats/player/202340/","LAC","https://www.nba.com/stats/team/1610612746/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-2","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","46.0","14.3","2.5","2.0","-4.2","1.4","6.8","22.9","49.6","10.5"
"Bam Adebayo","https://www.nba.com/stats/player/1628389/","MIA","https://www.nba.com/stats/team/1610612748/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-10","255","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2017","https://www.nba.com/stats/players/traditional/?DraftYear=2017","1","14","69.0","6.9","5.5","1.5","-0.6","8.6","19.4","15.7","57.0","11.5"
"Ben McLemore","https://www.nba.com/stats/player/203463/","MEM","https://www.nba.com/stats/team/1610612763/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-5","195","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","7","56.0","7.5","2.5","0.9","-13.5","3.0","10.1","18.2","52.6","7.8"
"Ben Moore","https://www.nba.com/stats/player/1628500/","IND","https://www.nba.com/stats/team/1610612754/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-8","220","Southern Methodist","https://www.nba.com/stats/players/traditional/?College=Southern%20Methodist","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","2.0","0.0","0.5","0.5","-79.8","0.0","16.7","0.0","0.0","11.1"
"Ben Simmons","https://www.nba.com/stats/player/1627732/","PHI","https://www.nba.com/stats/team/1610612755/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-10","230","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","1","81.0","15.8","8.1","8.2","6.6","5.3","17.1","21.9","55.7","36.2"
"Bismack Biyombo","https://www.nba.com/stats/player/202687/","ORL","https://www.nba.com/stats/team/1610612753/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","255","None","https://www.nba.com/stats/players/traditional/?College=None","DRC","https://www.nba.com/stats/players/traditional/?Country=DRC","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","7","82.0","5.7","5.7","0.8","-13.6","9.1","20.9","14.6","55.6","7.0"
"Blake Griffin","https://www.nba.com/stats/player/201933/","DET","https://www.nba.com/stats/team/1610612765/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-10","251","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","58.0","21.4","7.4","5.8","1.9","3.6","17.5","28.5","54.4","28.6"
"Boban Marjanović","https://www.nba.com/stats/player/1626246/","LAC","https://www.nba.com/stats/team/1610612746/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","7-3","290","None","https://www.nba.com/stats/players/traditional/?College=None","Serbia","https://www.nba.com/stats/players/traditional/?Country=Serbia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","39.0","6.0","3.7","0.6","6.3","15.1","27.4","27.6","61.6","10.0"
"Bobby Brown","https://www.nba.com/stats/player/201628/","HOU","https://www.nba.com/stats/team/1610612745/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-2","175","Cal State-Fullerton","https://www.nba.com/stats/players/traditional/?College=Cal%20State-Fullerton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","20.0","2.5","0.4","0.6","-24.5","0.0","6.1","25.2","42.5","19.0"
"Bobby Portis","https://www.nba.com/stats/player/1626171/","CHI","https://www.nba.com/stats/team/1610612741/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-11","248","Arkansas","https://www.nba.com/stats/players/traditional/?College=Arkansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","1","22","73.0","13.2","6.8","1.7","-2.1","8.9","20.7","25.0","54.8","12.6"
"Bogdan Bogdanović","https://www.nba.com/stats/player/203992/","SAC","https://www.nba.com/stats/team/1610612758/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-6","205","None","https://www.nba.com/stats/players/traditional/?College=None","Serbia","https://www.nba.com/stats/players/traditional/?Country=Serbia","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","27","78.0","11.8","2.9","3.3","-8.6","1.4","9.4","19.2","55.6","18.3"
"Bojan Bogdanović","https://www.nba.com/stats/player/202711/","IND","https://www.nba.com/stats/team/1610612754/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-8","230","None","https://www.nba.com/stats/players/traditional/?College=None","Croatia","https://www.nba.com/stats/players/traditional/?Country=Croatia","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","2","31","80.0","14.3","3.4","1.5","1.5","1.2","9.7","18.5","60.5","7.1"
"Bradley Beal","https://www.nba.com/stats/player/203078/","WAS","https://www.nba.com/stats/team/1610612764/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-5","207","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","3","82.0","22.6","4.4","4.5","2.4","2.1","10.1","26.8","56.4","20.6"
"Brandan Wright","https://www.nba.com/stats/player/201148/","HOU","https://www.nba.com/stats/team/1610612745/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-10","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","28.0","5.0","3.4","0.5","5.3","8.6","16.1","14.0","59.6","5.6"
"Brandon Ingram","https://www.nba.com/stats/player/1627742/","LAL","https://www.nba.com/stats/team/1610612747/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-9","190","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","2","59.0","16.1","5.3","3.9","-2.7","2.7","12.1","21.8","53.6","17.7"
"Brandon Jennings","https://www.nba.com/stats/player/201943/","MIL","https://www.nba.com/stats/team/1610612749/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-1","170","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","10","14.0","5.2","2.2","3.1","-13.1","2.2","13.1","19.1","47.8","33.1"
"Brandon Paul","https://www.nba.com/stats/player/203464/","SAS","https://www.nba.com/stats/team/1610612759/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-4","200","Illinois","https://www.nba.com/stats/players/traditional/?College=Illinois","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","64.0","2.3","1.1","0.6","0.3","1.1","10.9","13.1","50.4","9.6"
"Briante Weber","https://www.nba.com/stats/player/1627362/","MEM","https://www.nba.com/stats/team/1610612763/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-2","165","Virginia Commonwealth","https://www.nba.com/stats/players/traditional/?College=Virginia%20Commonwealth","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","18.0","2.8","1.9","1.2","-21.6","3.0","13.0","11.1","52.7","13.9"
"Brice Johnson","https://www.nba.com/stats/player/1627744/","MEM","https://www.nba.com/stats/team/1610612763/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-10","230","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","25","18.0","2.4","1.7","0.1","-2.3","8.0","22.7","19.3","48.6","3.0"
"Brook Lopez","https://www.nba.com/stats/player/201572/","LAL","https://www.nba.com/stats/team/1610612747/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","7-0","268","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","74.0","13.0","4.0","1.7","-2.3","4.1","12.0","23.0","55.7","11.3"
