"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alonzo Gee","https://www.nba.com/stats/player/202087/","CLE","https://www.nba.com/stats/team/1610612739/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","219","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","82.0","10.3","3.9","1.6","-7.0","2.8","10.5","16.6","50.5","8.1"
"Amar'e Stoudemire","https://www.nba.com/stats/player/2405/","NYK","https://www.nba.com/stats/team/1610612752/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-11","245","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","9","29.0","14.2","5.0","0.4","2.7","9.2","13.9","25.4","63.7","3.7"
"Amir Johnson","https://www.nba.com/stats/player/101161/","TOR","https://www.nba.com/stats/team/1610612761/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-9","210","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","81.0","10.0","7.5","1.5","5.4","10.1","17.2","15.8","59.1","8.5"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-11","260","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","25.0","14.1","14.4","3.4","-4.0","14.1","27.2","17.8","52.9","15.7"
"Andray Blatche","https://www.nba.com/stats/player/101154/","BKN","https://www.nba.com/stats/team/1610612751/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-11","260","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","49","82.0","10.3","5.1","1.0","0.3","10.4","18.5","25.8","54.7","10.8"
"Andre Drummond","https://www.nba.com/stats/player/203083/","DET","https://www.nba.com/stats/team/1610612765/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","6-10","270","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","9","60.0","7.9","7.6","0.5","-2.4","13.3","23.5","16.7","57.8","4.0"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","DEN","https://www.nba.com/stats/team/1610612743/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-6","207","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","80.0","13.0","5.3","5.4","6.9","3.0","11.8","18.6","52.0","22.4"
"Andre Miller","https://www.nba.com/stats/player/1889/","DEN","https://www.nba.com/stats/team/1610612743/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-2","200","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","82.0","9.6","2.9","5.9","4.2","2.8","8.0","17.6","54.8","32.6"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","TOR","https://www.nba.com/stats/team/1610612761/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-0","256","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","35.0","12.7","3.7","1.1","-5.9","2.6","10.7","23.0","48.2","6.4"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","MIN","https://www.nba.com/stats/team/1610612750/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-9","235","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","64.0","12.4","5.7","2.8","-0.5","5.0","13.7","17.0","59.0","14.4"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","GSW","https://www.nba.com/stats/team/1610612744/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","32.0","5.8","7.7","2.1","2.3","8.9","21.2","13.4","46.3","12.1"
"Andrew Goudelock","https://www.nba.com/stats/player/202726/","LAL","https://www.nba.com/stats/team/1610612747/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-3","200","Charleston","https://www.nba.com/stats/players/traditional/?College=Charleston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","2","46","1.0","0.0","1.0","0.0","-83.5","11.1","0.0","14.3","0.0","0.0"
"Andrew Nicholson","https://www.nba.com/stats/player/203094/","ORL","https://www.nba.com/stats/team/1610612753/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-9","250","St. Bonaventure","https://www.nba.com/stats/players/traditional/?College=St.%20Bonaventure","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","19","75.0","7.8","3.4","0.6","-6.4","5.6","15.3","21.6","55.7","6.2"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-0","242","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","53.0","0.5","2.9","0.3","-5.7","6.8","21.9","3.7","44.9","3.9"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","LAL","https://www.nba.com/stats/team/1610612747/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","76.0","9.4","4.8","0.7","0.5","6.6","14.6","18.3","56.1","5.1"
"Anthony Davis","https://www.nba.com/stats/player/203076/","NOH","https://www.nba.com/stats/team/1610612740/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-10","220","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","1","64.0","13.5","8.2","1.0","-3.8","9.4","21.3","21.2","55.9","6.0"
"Anthony Morrow","https://www.nba.com/stats/player/201627/","DAL","https://www.nba.com/stats/team/1610612742/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-5","210","Georgia Tech","https://www.nba.com/stats/players/traditional/?College=Georgia%20Tech","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","41.0","4.0","0.7","0.3","-7.9","2.9","5.6","18.6","53.0","5.8"
"Anthony Randolph","https://www.nba.com/stats/player/201576/","DEN","https://www.nba.com/stats/team/1610612743/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-11","225","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","14","39.0","3.7","2.4","0.3","0.6","9.1","17.4","21.3","53.4","5.4"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","ATL","https://www.nba.com/stats/team/1610612737/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","62.0","4.1","2.5","0.5","-2.9","3.2","12.8","12.9","53.1","5.2"
"Arnett Moultrie","https://www.nba.com/stats/player/203102/","PHI","https://www.nba.com/stats/team/1610612755/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-10","245","Mississippi State","https://www.nba.com/stats/players/traditional/?College=Mississippi%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","27","47.0","3.7","3.1","0.2","-7.0","13.2","13.4","13.5","59.5","3.1"
"Aron Baynes","https://www.nba.com/stats/player/203382/","SAS","https://www.nba.com/stats/team/1610612759/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-10","260","Washington State","https://www.nba.com/stats/players/traditional/?College=Washington%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","16.0","2.7","2.0","0.3","0.9","8.4","13.8","15.8","52.1","5.3"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","ORL","https://www.nba.com/stats/team/1610612753/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-5","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","64.0","16.5","3.7","3.2","-7.6","1.3","9.5","22.4","52.7","14.6"
"Austin Daye","https://www.nba.com/stats/player/201948/","MEM","https://www.nba.com/stats/team/1610612763/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-11","200","Gonzaga","https://www.nba.com/stats/players/traditional/?College=Gonzaga","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","15","55.0","4.5","2.2","0.8","0.9","2.4","16.1","16.3","55.4","9.3"
"Austin Rivers","https://www.nba.com/stats/player/203085/","NOH","https://www.nba.com/stats/team/1610612740/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-4","200","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","10","61.0","6.2","1.8","2.1","-5.4","1.2","7.0","16.9","43.1","14.2"
"Avery Bradley","https://www.nba.com/stats/player/202340/","BOS","https://www.nba.com/stats/team/1610612738/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-2","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","50.0","9.2","2.2","2.1","-0.7","2.3","5.5","18.9","46.1","11.5"
"Ben Gordon","https://www.nba.com/stats/player/2732/","CHA","https://www.nba.com/stats/team/1610612766/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","75.0","11.2","1.7","1.9","-15.6","1.1","7.6","26.5","51.5","18.0"
"Ben Hansbrough","https://www.nba.com/stats/player/203162/","IND","https://www.nba.com/stats/team/1610612754/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-3","203","Notre Dame","https://www.nba.com/stats/players/traditional/?College=Notre%20Dame","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","28.0","2.0","0.6","0.8","-9.1","0.8","7.1","15.5","50.1","20.2"
"Beno Udrih","https://www.nba.com/stats/player/2757/","ORL","https://www.nba.com/stats/team/1610612753/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-3","203","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","66.0","8.2","2.1","4.6","-5.4","2.2","7.2","18.6","51.6","32.9"
"Bernard James","https://www.nba.com/stats/player/203108/","DAL","https://www.nba.com/stats/team/1610612742/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-10","240","Florida State","https://www.nba.com/stats/players/traditional/?College=Florida%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","2","33","46.0","2.8","2.8","0.1","-1.8","10.7","17.3","12.9","54.1","2.0"
"Bismack Biyombo","https://www.nba.com/stats/player/202687/","CHA","https://www.nba.com/stats/team/1610612766/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-9","245","None","https://www.nba.com/stats/players/traditional/?College=None","DRC","https://www.nba.com/stats/players/traditional/?Country=DRC","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","7","80.0","4.8","7.3","0.4","-8.4","8.8","18.6","10.1","47.2","2.5"
"Blake Griffin","https://www.nba.com/stats/player/201933/","LAC","https://www.nba.com/stats/team/1610612746/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-10","251","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","80.0","18.0","8.3","3.7","8.0","7.7","20.0","25.0","57.2","19.2"
"Boris Diaw","https://www.nba.com/stats/player/2564/","SAS","https://www.nba.com/stats/team/1610612759/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-8","235","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","75.0","5.8","3.4","2.4","4.6","4.3","10.9","11.9","60.3","15.2"
"Bradley Beal","https://www.nba.com/stats/player/203078/","WAS","https://www.nba.com/stats/team/1610612764/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-5","207","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","3","56.0","13.9","3.8","2.4","-2.2","2.4","9.6","21.8","51.5","13.6"
"Brandan Wright","https://www.nba.com/stats/player/201148/","DAL","https://www.nba.com/stats/team/1610612742/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-10","210","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","64.0","8.5","4.1","0.6","4.9","7.7","14.3","18.5","60.6","5.4"
"Brandon Bass","https://www.nba.com/stats/player/101138/","BOS","https://www.nba.com/stats/team/1610612738/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-8","250","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","81.0","8.7","5.2","1.0","-3.5","6.3","13.7","15.4","53.5","6.0"
"Brandon Jennings","https://www.nba.com/stats/player/201943/","MIL","https://www.nba.com/stats/team/1610612749/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-1","169","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","10","80.0","17.5","3.1","6.5","-5.0","1.9","6.4","23.4","51.0","29.6"
"Brandon Knight","https://www.nba.com/stats/player/202688/","DET","https://www.nba.com/stats/team/1610612765/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-3","189","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","8","75.0","13.3","3.3","4.0","-2.7","2.3","8.3","22.3","51.1","21.6"
"Brandon Roy","https://www.nba.com/stats/player/200750/","MIN","https://www.nba.com/stats/team/1610612750/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-6","211","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","6","5.0","5.8","2.8","4.6","2.6","2.9","8.8","17.9","36.8","26.7"
"Brandon Rush","https://www.nba.com/stats/player/201575/","GSW","https://www.nba.com/stats/team/1610612744/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-6","210","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","13","2.0","7.0","0.5","1.0","7.8","0.0","3.7","20.0","67.8","15.4"
"Brendan Haywood","https://www.nba.com/stats/player/2217/","CHA","https://www.nba.com/stats/team/1610612766/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","7-0","263","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","1","20","61.0","3.5","4.8","0.5","-7.9","10.2","14.4","11.2","44.1","4.0"
"Brian Roberts","https://www.nba.com/stats/player/203148/","NOH","https://www.nba.com/stats/team/1610612740/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-1","180","Dayton","https://www.nba.com/stats/players/traditional/?College=Dayton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","78.0","7.1","1.2","2.8","-8.2","1.3","6.8","21.2","50.9","30.1"
"Brook Lopez","https://www.nba.com/stats/player/201572/","BKN","https://www.nba.com/stats/team/1610612751/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-0","265","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","74.0","19.4","6.9","0.9","6.1","9.6","13.8","28.2","56.7","6.1"
"Byron Mullens","https://www.nba.com/stats/player/201957/","CHA","https://www.nba.com/stats/team/1610612766/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","7-0","275","Ohio State","https://www.nba.com/stats/players/traditional/?College=Ohio%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","24","53.0","10.6","6.4","1.5","-14.9","4.6","19.6","21.0","46.5","10.2"
"C.J. Watson","https://www.nba.com/stats/player/201228/","BKN","https://www.nba.com/stats/team/1610612751/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-2","175","Tennessee","https://www.nba.com/stats/players/traditional/?College=Tennessee","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","80.0","6.8","1.8","2.0","0.6","2.5","7.5","16.8","54.4","17.8"
"CJ Miles","https://www.nba.com/stats/player/101139/","CLE","https://www.nba.com/stats/team/1610612739/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","222","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","34","65.0","11.2","2.7","1.0","-3.3","1.7","11.4","23.4","55.1","8.3"
"Carl Landry","https://www.nba.com/stats/player/201171/","GSW","https://www.nba.com/stats/team/1610612744/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-9","248","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","2","31","81.0","10.8","6.0","0.8","-1.0","9.8","15.8","19.5","60.5","5.6"
"Carlos Boozer","https://www.nba.com/stats/player/2430/","CHI","https://www.nba.com/stats/team/1610612741/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","266","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","2","34","79.0","16.2","9.8","2.3","-1.5","6.9","24.4","25.5","51.0","13.2"
