"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alex Len","https://www.nba.com/stats/player/203458/","PHX","https://www.nba.com/stats/team/1610612756/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","7-1","255","Maryland","https://www.nba.com/stats/players/traditional/?College=Maryland","Ukraine","https://www.nba.com/stats/players/traditional/?Country=Ukraine","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","5","69.0","6.3","6.6","0.5","-0.3","9.2","19.6","13.3","54.2","3.0"
"Alexey Shved","https://www.nba.com/stats/player/203144/","NYK","https://www.nba.com/stats/team/1610612752/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","187","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","42.0","10.3","2.4","2.5","-9.1","2.7","9.6","25.1","54.1","26.0"
"Alexis Ajinca","https://www.nba.com/stats/player/201582/","NOP","https://www.nba.com/stats/team/1610612740/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-2","248","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","20","68.0","6.5","4.6","0.7","-0.2","11.5","22.0","21.0","59.5","8.4"
"Allen Crabbe","https://www.nba.com/stats/player/203459/","POR","https://www.nba.com/stats/team/1610612757/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","210","California","https://www.nba.com/stats/players/traditional/?College=California","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","2","31","51.0","3.3","1.4","0.8","-2.0","1.0","9.2","11.1","52.5","8.2"
"Alonzo Gee","https://www.nba.com/stats/player/202087/","POR","https://www.nba.com/stats/team/1610612757/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-6","225","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","54.0","4.5","1.7","0.5","-6.1","5.4","8.3","16.4","54.8","6.2"
"Amar'e Stoudemire","https://www.nba.com/stats/player/2405/","DAL","https://www.nba.com/stats/team/1610612742/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-10","245","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","9","59.0","11.5","5.6","0.8","-2.5","9.1","18.7","23.2","59.5","6.4"
"Amir Johnson","https://www.nba.com/stats/player/101161/","TOR","https://www.nba.com/stats/team/1610612761/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-9","240","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","75.0","9.3","6.1","1.6","1.8","8.2","14.6","15.5","60.3","9.2"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-11","267","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","26.0","9.8","6.5","1.3","0.1","9.6","19.1","18.2","58.0","9.0"
"Andre Dawkins","https://www.nba.com/stats/player/203958/","MIA","https://www.nba.com/stats/team/1610612748/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-5","219","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","4.0","0.8","0.5","0.3","-11.6","0.0","7.1","14.9","25.0","7.7"
"Andre Drummond","https://www.nba.com/stats/player/203083/","DET","https://www.nba.com/stats/team/1610612765/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","279","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","9","82.0","13.8","13.5","0.7","-0.6","16.2","27.2","21.7","50.4","3.7"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","GSW","https://www.nba.com/stats/team/1610612744/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-6","215","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","77.0","7.8","3.3","3.0","10.5","2.1","9.4","13.1","55.3","15.1"
"Andre Miller","https://www.nba.com/stats/player/1889/","SAC","https://www.nba.com/stats/team/1610612758/traditional","39","https://www.nba.com/stats/players/traditional/?CF=AGE*E*39","6-2","200","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","81.0","4.4","1.9","3.5","-4.8","3.1","9.2","15.2","54.8","35.2"
"Andre Roberson","https://www.nba.com/stats/player/203460/","OKC","https://www.nba.com/stats/team/1610612760/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-7","210","Colorado","https://www.nba.com/stats/players/traditional/?College=Colorado","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","26","67.0","3.4","3.8","1.0","5.6","4.6","14.3","8.8","51.3","7.5"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","NYK","https://www.nba.com/stats/team/1610612752/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","7-0","245","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","29.0","14.8","4.4","1.6","-18.2","3.9","12.8","25.8","52.7","11.9"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","BKN","https://www.nba.com/stats/team/1610612751/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-9","235","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","7.0","0.4","1.1","0.1","-44.6","5.7","14.6","9.2","22.2","3.8"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","GSW","https://www.nba.com/stats/team/1610612744/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","67.0","6.3","8.1","2.7","16.9","9.2","23.7","13.1","56.5","14.9"
"Andrew Nicholson","https://www.nba.com/stats/player/203094/","ORL","https://www.nba.com/stats/team/1610612753/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","250","St. Bonaventure","https://www.nba.com/stats/players/traditional/?College=St.%20Bonaventure","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","19","40.0","4.9","2.1","0.6","-9.7","3.5","13.0","20.7","48.3","7.6"
"Andrew Wiggins","https://www.nba.com/stats/player/203952/","MIN","https://www.nba.com/stats/team/1610612750/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-8","199","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","1","82.0","16.9","4.6","2.1","-9.7","4.4","8.5","22.3","51.7","9.7"
"Anthony Bennett","https://www.nba.com/stats/player/203461/","MIN","https://www.nba.com/stats/team/1610612750/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-8","245","UNLV","https://www.nba.com/stats/players/traditional/?College=UNLV","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","1","57.0","5.2","3.8","0.8","-16.4","5.4","20.2","17.2","45.8","8.7"
"Anthony Davis","https://www.nba.com/stats/player/203076/","NOP","https://www.nba.com/stats/team/1610612740/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-10","220","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","1","68.0","24.4","10.2","2.2","6.1","7.2","21.5","27.2","59.1","10.9"
"Anthony Morrow","https://www.nba.com/stats/player/201627/","OKC","https://www.nba.com/stats/team/1610612760/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-5","210","Georgia Tech","https://www.nba.com/stats/players/traditional/?College=Georgia%20Tech","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","74.0","10.7","2.6","0.8","5.1","2.1","8.1","16.0","60.4","5.0"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","DET","https://www.nba.com/stats/team/1610612765/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","76.0","6.3","3.1","0.8","3.2","3.4","13.4","14.5","56.9","6.1"
"Archie Goodwin","https://www.nba.com/stats/player/203462/","PHX","https://www.nba.com/stats/team/1610612756/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-5","198","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","29","41.0","5.6","1.8","1.1","-14.7","4.3","8.9","22.5","48.6","14.9"
"Arinze Onuaku","https://www.nba.com/stats/player/202620/","MIN","https://www.nba.com/stats/team/1610612750/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-9","275","Syracuse","https://www.nba.com/stats/players/traditional/?College=Syracuse","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","6.0","4.5","3.5","0.7","-10.5","10.8","19.2","12.5","77.1","8.9"
"Aron Baynes","https://www.nba.com/stats/player/203382/","SAS","https://www.nba.com/stats/team/1610612759/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-10","260","Washington State","https://www.nba.com/stats/players/traditional/?College=Washington%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","70.0","6.6","4.5","0.5","6.8","10.0","18.0","17.2","61.8","4.9"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","POR","https://www.nba.com/stats/team/1610612757/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-5","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","78.0","13.3","3.2","1.7","-0.2","1.0","8.5","18.8","53.3","7.9"
"Austin Daye","https://www.nba.com/stats/player/201948/","ATL","https://www.nba.com/stats/team/1610612737/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-11","220","Gonzaga","https://www.nba.com/stats/players/traditional/?College=Gonzaga","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","15","34.0","3.8","2.2","0.5","-4.4","2.8","18.0","21.1","44.9","8.3"
"Austin Rivers","https://www.nba.com/stats/player/203085/","LAC","https://www.nba.com/stats/team/1610612746/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-4","200","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","10","76.0","7.0","2.0","2.0","-3.6","1.7","7.9","17.4","48.1","15.7"
"Avery Bradley","https://www.nba.com/stats/player/202340/","BOS","https://www.nba.com/stats/team/1610612738/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-2","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","77.0","13.9","3.1","1.8","-1.1","1.8","7.9","20.7","50.7","8.7"
"Ben Gordon","https://www.nba.com/stats/player/2732/","ORL","https://www.nba.com/stats/team/1610612753/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-3","205","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","56.0","6.2","1.1","0.9","-9.9","0.8","7.2","21.3","53.8","11.1"
"Ben McLemore","https://www.nba.com/stats/player/203463/","SAC","https://www.nba.com/stats/team/1610612758/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-5","195","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","7","82.0","12.1","2.9","1.7","-0.6","1.2","7.6","17.0","55.2","8.2"
"Beno Udrih","https://www.nba.com/stats/player/2757/","MEM","https://www.nba.com/stats/team/1610612763/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-3","205","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","79.0","7.7","1.8","2.8","-0.5","1.4","8.1","19.1","55.0","23.6"
"Bernard James","https://www.nba.com/stats/player/203108/","DAL","https://www.nba.com/stats/team/1610612742/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-10","235","Florida State","https://www.nba.com/stats/players/traditional/?College=Florida%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","2","33","16.0","2.8","2.4","0.3","-0.6","11.0","12.8","11.9","59.3","3.9"
"Bismack Biyombo","https://www.nba.com/stats/player/202687/","CHA","https://www.nba.com/stats/team/1610612766/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-9","245","None","https://www.nba.com/stats/players/traditional/?College=None","DRC","https://www.nba.com/stats/players/traditional/?Country=DRC","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","7","64.0","4.8","6.4","0.3","-1.1","11.6","19.2","11.4","57.8","2.1"
"Blake Griffin","https://www.nba.com/stats/player/201933/","LAC","https://www.nba.com/stats/team/1610612746/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-10","251","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","67.0","21.9","7.6","5.3","12.2","5.6","16.1","27.8","55.1","24.6"
"Bojan Bogdanović","https://www.nba.com/stats/player/202711/","BKN","https://www.nba.com/stats/team/1610612751/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-8","216","None","https://www.nba.com/stats/players/traditional/?College=None","Croatia","https://www.nba.com/stats/players/traditional/?Country=Croatia","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","2","31","78.0","9.0","2.7","0.9","-4.9","2.8","8.6","16.9","56.2","5.7"
"Boris Diaw","https://www.nba.com/stats/player/2564/","SAS","https://www.nba.com/stats/team/1610612759/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-8","250","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","81.0","8.7","4.3","2.9","7.4","4.1","13.7","18.0","52.6","18.1"
"Bradley Beal","https://www.nba.com/stats/player/203078/","WAS","https://www.nba.com/stats/team/1610612764/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-5","207","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","3","63.0","15.3","3.8","3.1","4.5","2.9","8.5","22.2","52.1","14.4"
"Brandan Wright","https://www.nba.com/stats/player/201148/","PHX","https://www.nba.com/stats/team/1610612756/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-10","210","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","75.0","7.3","4.3","0.5","-0.1","8.8","12.9","13.4","66.0","4.4"
"Brandon Bass","https://www.nba.com/stats/player/101138/","BOS","https://www.nba.com/stats/team/1610612738/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-8","250","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","82.0","10.6","4.9","1.3","-2.9","7.0","13.1","19.5","55.7","9.1"
"Brandon Davies","https://www.nba.com/stats/player/203561/","PHI","https://www.nba.com/stats/team/1610612755/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-10","240","Brigham Young","https://www.nba.com/stats/players/traditional/?College=Brigham%20Young","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","27.0","5.3","3.1","1.1","-18.0","8.4","11.9","18.3","46.3","12.3"
"Brandon Jennings","https://www.nba.com/stats/player/201943/","DET","https://www.nba.com/stats/team/1610612765/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-1","169","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","10","41.0","15.4","2.5","6.6","0.8","1.6","7.1","25.0","52.2","38.4"
"Brandon Knight","https://www.nba.com/stats/player/202688/","PHX","https://www.nba.com/stats/team/1610612756/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-3","189","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","8","63.0","17.0","3.9","5.2","-1.7","1.4","10.4","25.0","54.3","27.2"
"Brandon Rush","https://www.nba.com/stats/player/201575/","GSW","https://www.nba.com/stats/team/1610612744/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-6","220","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","13","33.0","0.9","1.2","0.4","-21.9","1.4","13.6","10.6","25.5","6.3"
"Brendan Haywood","https://www.nba.com/stats/player/2217/","CLE","https://www.nba.com/stats/team/1610612739/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","7-0","263","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","1","20","22.0","1.6","1.3","0.1","-23.3","4.8","17.6","16.9","49.0","3.2"
"Brian Roberts","https://www.nba.com/stats/player/203148/","CHA","https://www.nba.com/stats/team/1610612766/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-1","173","Dayton","https://www.nba.com/stats/players/traditional/?College=Dayton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","72.0","6.7","1.5","2.3","-3.8","0.9","7.0","18.2","49.5","20.9"
"Brook Lopez","https://www.nba.com/stats/player/201572/","BKN","https://www.nba.com/stats/team/1610612751/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-0","275","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","72.0","17.2","7.4","0.7","-3.2","10.2","15.2","25.7","55.8","4.4"
