"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Andray Blatche","https://www.nba.com/stats/player/101154/","WAS","https://www.nba.com/stats/team/1610612764/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-11","260","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","49","64.0","16.8","8.2","2.3","-6.1","8.4","16.9","25.4","49.7","11.5"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","PHI","https://www.nba.com/stats/team/1610612755/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-6","207","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","67.0","14.1","5.8","6.3","3.4","2.6","13.6","19.1","53.0","26.1"
"Andre Miller","https://www.nba.com/stats/player/1889/","POR","https://www.nba.com/stats/team/1610612757/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-2","200","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","81.0","12.7","3.7","7.0","4.6","4.0","8.7","20.3","52.9","34.8"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","TOR","https://www.nba.com/stats/team/1610612761/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-0","250","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","66.0","21.4","5.2","1.8","-7.2","3.3","12.4","27.9","53.3","8.6"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","UTA","https://www.nba.com/stats/team/1610612762/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-9","235","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","64.0","11.7","5.1","3.0","-0.4","5.4","11.9","17.7","56.7","14.5"
"Andres Nocioni","https://www.nba.com/stats/player/2804/","PHI","https://www.nba.com/stats/team/1610612755/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-7","225","None","https://www.nba.com/stats/players/traditional/?College=None","Argentina","https://www.nba.com/stats/players/traditional/?Country=Argentina","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","54.0","6.1","3.1","0.8","-7.8","2.1","16.9","16.9","53.8","7.6"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","MIL","https://www.nba.com/stats/team/1610612749/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","65.0","12.8","11.1","2.0","0.8","8.9","23.7","19.7","49.6","10.3"
"Andrew Bynum","https://www.nba.com/stats/player/101115/","LAL","https://www.nba.com/stats/team/1610612747/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","7-0","285","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","10","54.0","11.3","9.4","1.4","7.4","11.9","22.5","17.8","60.6","7.9"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-0","240","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","59.0","5.0","7.2","1.0","-8.4","10.3","21.9","10.4","52.6","6.0"
"Andy Rautins","https://www.nba.com/stats/player/202360/","NYK","https://www.nba.com/stats/team/1610612752/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-4","190","Syracuse","https://www.nba.com/stats/players/traditional/?College=Syracuse","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","2","38","5.0","1.6","0.2","0.6","-22.4","0.0","4.0","26.8","50.8","25.0"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","CLE","https://www.nba.com/stats/team/1610612739/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","56.0","18.0","6.7","1.7","-10.4","4.4","16.4","25.2","51.6","9.2"
"Anthony Carter","https://www.nba.com/stats/player/1853/","NYK","https://www.nba.com/stats/team/1610612752/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-2","195","Hawaii","https://www.nba.com/stats/players/traditional/?College=Hawaii","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","33.0","3.3","1.5","2.1","0.9","1.5","9.6","14.0","50.2","23.4"
"Anthony Morrow","https://www.nba.com/stats/player/201627/","NJN","https://www.nba.com/stats/team/1610612751/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-5","210","Georgia Tech","https://www.nba.com/stats/players/traditional/?College=Georgia%20Tech","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","58.0","13.2","3.0","1.2","-4.3","2.0","7.6","17.5","57.3","6.3"
"Anthony Parker","https://www.nba.com/stats/player/1515/","CLE","https://www.nba.com/stats/team/1610612739/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-6","210","Bradley","https://www.nba.com/stats/players/traditional/?College=Bradley","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","21","72.0","8.3","3.0","3.0","-7.5","1.6","9.1","14.4","50.5","16.4"
"Anthony Randolph","https://www.nba.com/stats/player/201576/","MIN","https://www.nba.com/stats/team/1610612750/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","225","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","14","40.0","7.6","4.0","0.8","-10.7","6.9","19.8","25.6","50.5","10.3"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","MIN","https://www.nba.com/stats/team/1610612750/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-9","243","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","65.0","6.7","4.5","1.3","-2.5","6.4","15.3","13.0","58.5","9.0"
"Antoine Wright","https://www.nba.com/stats/player/101120/","SAC","https://www.nba.com/stats/team/1610612758/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-7","215","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","15","7.0","0.3","0.4","0.0","-31.0","5.3","3.2","12.5","12.5","0.0"
"Antonio Daniels","https://www.nba.com/stats/player/1498/","PHI","https://www.nba.com/stats/team/1610612755/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-4","205","Bowling Green","https://www.nba.com/stats/players/traditional/?College=Bowling%20Green","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","4","4.0","1.5","1.3","0.5","22.5","0.0","13.9","9.3","51.0","8.0"
"Antonio McDyess","https://www.nba.com/stats/player/686/","SAS","https://www.nba.com/stats/team/1610612759/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-9","245","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","2","73.0","5.3","5.4","1.2","5.7","9.5","20.0","14.7","51.6","9.3"
"Armon Johnson","https://www.nba.com/stats/player/202356/","POR","https://www.nba.com/stats/team/1610612757/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-3","195","Nevada","https://www.nba.com/stats/players/traditional/?College=Nevada","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","2","34","38.0","2.9","0.9","1.2","-1.7","3.7","9.3","22.8","49.7","30.0"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","DEN","https://www.nba.com/stats/team/1610612743/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-5","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","69.0","12.6","3.6","2.4","3.6","2.1","8.9","14.7","62.0","10.9"
"Austin Daye","https://www.nba.com/stats/player/201948/","DET","https://www.nba.com/stats/team/1610612765/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-11","200","Gonzaga","https://www.nba.com/stats/players/traditional/?College=Gonzaga","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","15","72.0","7.5","3.8","1.1","-4.6","4.5","16.0","18.1","51.8","8.5"
"Avery Bradley","https://www.nba.com/stats/player/202340/","BOS","https://www.nba.com/stats/team/1610612738/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-2","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","31.0","1.7","0.5","0.4","-16.3","2.5","7.8","23.8","36.0","13.5"
"Baron Davis","https://www.nba.com/stats/player/1884/","CLE","https://www.nba.com/stats/team/1610612739/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-3","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","3","58.0","13.1","2.7","6.7","-0.7","2.1","7.7","24.0","50.6","38.8"
"Ben Gordon","https://www.nba.com/stats/player/2732/","DET","https://www.nba.com/stats/team/1610612765/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","82.0","11.2","2.4","2.1","-2.8","2.0","8.2","20.6","54.8","12.9"
"Ben Uzoh","https://www.nba.com/stats/player/202386/","NJN","https://www.nba.com/stats/team/1610612751/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-3","205","Tulsa","https://www.nba.com/stats/players/traditional/?College=Tulsa","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","42.0","3.8","1.5","1.6","-8.2","6.7","7.4","19.9","46.8","27.8"
"Ben Wallace","https://www.nba.com/stats/player/1112/","DET","https://www.nba.com/stats/team/1610612765/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-9","240","Virginia Union","https://www.nba.com/stats/players/traditional/?College=Virginia%20Union","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","54.0","2.9","6.5","1.3","-7.6","10.6","20.4","8.2","44.2","8.6"
"Beno Udrih","https://www.nba.com/stats/player/2757/","SAC","https://www.nba.com/stats/team/1610612758/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-3","205","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","79.0","13.7","3.4","4.9","-5.6","1.4","8.6","16.4","58.7","21.9"
"Blake Griffin","https://www.nba.com/stats/player/201933/","LAC","https://www.nba.com/stats/team/1610612746/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-10","251","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","82.0","22.5","12.1","3.8","-2.2","9.0","23.8","27.0","54.9","18.4"
"Bobby Simmons","https://www.nba.com/stats/player/2250/","SAS","https://www.nba.com/stats/team/1610612759/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-6","235","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","2","41","2.0","0.0","0.0","1.0","20.0","0.0","0.0","8.6","0.0","18.2"
"Boris Diaw","https://www.nba.com/stats/player/2564/","CHA","https://www.nba.com/stats/team/1610612766/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-8","235","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","82.0","11.3","5.0","4.1","-4.5","4.0","11.8","16.6","55.8","20.3"
"Brad Miller","https://www.nba.com/stats/player/1802/","HOU","https://www.nba.com/stats/team/1610612745/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","7-0","261","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","60.0","6.4","3.7","2.4","1.8","4.3","17.8","16.7","56.6","22.0"
"Brandan Wright","https://www.nba.com/stats/player/201148/","NJN","https://www.nba.com/stats/team/1610612751/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-10","210","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","37.0","3.8","2.4","0.3","-7.5","7.8","15.6","16.5","54.0","5.3"
"Brandon Bass","https://www.nba.com/stats/player/101138/","ORL","https://www.nba.com/stats/team/1610612753/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-8","250","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","76.0","11.2","5.6","0.8","5.0","7.3","14.9","19.8","57.1","5.1"
"Brandon Jennings","https://www.nba.com/stats/player/201943/","MIL","https://www.nba.com/stats/team/1610612749/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-1","169","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","10","63.0","16.2","3.7","4.8","-1.6","1.9","9.5","24.6","49.3","26.1"
"Brandon Roy","https://www.nba.com/stats/player/200750/","POR","https://www.nba.com/stats/team/1610612757/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-6","211","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","6","47.0","12.2","2.6","2.7","2.6","2.2","8.1","22.5","49.1","16.8"
"Brandon Rush","https://www.nba.com/stats/player/201575/","IND","https://www.nba.com/stats/team/1610612754/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-6","210","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","13","67.0","9.1","3.2","0.9","-5.6","1.9","10.5","16.0","54.0","5.8"
"Brendan Haywood","https://www.nba.com/stats/player/2217/","DAL","https://www.nba.com/stats/team/1610612742/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","7-0","263","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","1","20","72.0","4.4","5.2","0.3","-0.5","10.2","19.7","12.0","53.2","2.2"
"Brian Cardinal","https://www.nba.com/stats/player/2073/","DAL","https://www.nba.com/stats/team/1610612742/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-8","240","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2000","https://www.nba.com/stats/players/traditional/?DraftYear=2000","2","44","56.0","2.6","1.1","0.7","-2.7","1.7","8.5","9.3","67.2","9.7"
"Brian Cook","https://www.nba.com/stats/player/2567/","LAC","https://www.nba.com/stats/team/1610612746/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-9","250","Illinois","https://www.nba.com/stats/players/traditional/?College=Illinois","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","24","40.0","4.8","2.4","0.4","-2.6","4.1","18.6","20.2","53.4","5.7"
"Brian Scalabrine","https://www.nba.com/stats/player/2243/","CHI","https://www.nba.com/stats/team/1610612741/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-9","235","Southern California","https://www.nba.com/stats/players/traditional/?College=Southern%20California","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","2","34","18.0","1.1","0.4","0.3","-2.1","1.1","6.8","11.4","52.6","9.8"
"Brian Skinner","https://www.nba.com/stats/player/1730/","MIL","https://www.nba.com/stats/team/1610612749/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-9","255","Baylor","https://www.nba.com/stats/players/traditional/?College=Baylor","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","22","2.0","0.0","0.0","0.0","-89.0","0.0","0.0","0.0","0.0","0.0"
"Brook Lopez","https://www.nba.com/stats/player/201572/","NJN","https://www.nba.com/stats/team/1610612751/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","7-0","265","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","82.0","20.4","6.0","1.6","-6.2","7.0","10.8","27.0","54.9","8.7"
