"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","TOR","https://www.nba.com/stats/team/1610612761/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","7-0","250","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","78.0","15.4","5.3","1.2","-5.2","3.0","14.6","22.6","55.9","6.5"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","UTA","https://www.nba.com/stats/team/1610612762/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-9","225","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","67.0","11.6","4.8","2.6","7.1","4.9","13.5","20.1","54.9","15.1"
"Andres Nocioni","https://www.nba.com/stats/player/2804/","SAC","https://www.nba.com/stats/team/1610612758/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-7","225","None","https://www.nba.com/stats/players/traditional/?College=None","Argentina","https://www.nba.com/stats/players/traditional/?Country=Argentina","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","76.0","11.4","4.8","1.3","-0.3","2.8","15.6","19.8","55.5","8.1"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","MIL","https://www.nba.com/stats/team/1610612749/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","36.0","11.7","10.3","2.0","3.9","10.9","23.7","17.8","58.6","10.9"
"Andrew Bynum","https://www.nba.com/stats/player/101115/","LAL","https://www.nba.com/stats/team/1610612747/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","7-0","285","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","10","50.0","14.3","8.0","1.4","8.3","9.9","17.8","20.6","59.8","7.6"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-11","240","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","62.0","11.9","11.2","2.0","-4.5","11.7","25.2","16.8","58.5","10.1"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","WAS","https://www.nba.com/stats/team/1610612764/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","81.0","22.2","8.9","1.9","-8.4","6.3","18.4","25.5","54.9","9.0"
"Anthony Carter","https://www.nba.com/stats/player/1853/","DEN","https://www.nba.com/stats/team/1610612743/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-2","195","Hawaii","https://www.nba.com/stats/players/traditional/?College=Hawaii","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","78.0","5.3","2.6","4.7","2.6","2.3","8.8","13.8","49.0","30.3"
"Anthony Johnson","https://www.nba.com/stats/player/1533/","ORL","https://www.nba.com/stats/team/1610612753/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-3","195","College of Charleston","https://www.nba.com/stats/players/traditional/?College=College%20of%20Charleston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","39","80.0","5.3","1.8","2.5","3.7","2.0","7.9","15.3","50.5","22.3"
"Anthony Morrow","https://www.nba.com/stats/player/201627/","GSW","https://www.nba.com/stats/team/1610612744/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-5","210","Georgia Tech","https://www.nba.com/stats/players/traditional/?College=Georgia%20Tech","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","67.0","10.1","3.0","1.2","-1.7","5.0","7.6","17.3","58.8","8.1"
"Anthony Parker","https://www.nba.com/stats/player/1515/","TOR","https://www.nba.com/stats/team/1610612761/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-6","215","Bradley","https://www.nba.com/stats/players/traditional/?College=Bradley","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","21","80.0","10.7","4.0","3.4","-1.8","1.8","10.7","16.1","52.4","15.7"
"Anthony Randolph","https://www.nba.com/stats/player/201576/","GSW","https://www.nba.com/stats/team/1610612744/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","6-10","210","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","14","63.0","7.9","5.8","0.8","-3.6","11.0","19.8","21.1","50.6","6.6"
"Anthony Roberson","https://www.nba.com/stats/player/101194/","CHI","https://www.nba.com/stats/team/1610612741/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-2","180","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","29.0","4.1","0.8","0.7","-10.9","1.9","6.0","20.0","48.7","12.4"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","SAS","https://www.nba.com/stats/team/1610612759/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","19.0","2.7","2.2","0.9","0.8","5.6","15.2","16.8","37.5","13.4"
"Antoine Wright","https://www.nba.com/stats/player/101120/","DAL","https://www.nba.com/stats/team/1610612742/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-7","215","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","15","65.0","7.3","2.1","1.2","2.5","2.1","7.1","15.4","50.1","7.1"
"Antonio Daniels","https://www.nba.com/stats/player/1498/","NOH","https://www.nba.com/stats/team/1610612740/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-4","205","Bowling Green","https://www.nba.com/stats/players/traditional/?College=Bowling%20Green","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","4","74.0","4.1","1.0","2.4","-12.1","0.5","8.3","16.2","53.6","30.0"
"Antonio McDyess","https://www.nba.com/stats/player/686/","DET","https://www.nba.com/stats/team/1610612765/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-9","245","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","2","62.0","9.6","9.8","1.3","-1.6","10.4","24.9","15.5","52.9","7.3"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","DET","https://www.nba.com/stats/team/1610612765/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-5","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","74.0","4.9","1.8","0.6","-0.5","2.5","8.8","13.7","54.8","5.5"
"Austin Croshere","https://www.nba.com/stats/player/1506/","SAS","https://www.nba.com/stats/team/1610612759/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-10","240","Providence","https://www.nba.com/stats/players/traditional/?College=Providence","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","12","14.0","2.9","2.4","0.6","-14.1","8.7","24.7","20.2","45.2","16.1"
"Baron Davis","https://www.nba.com/stats/player/1884/","LAC","https://www.nba.com/stats/team/1610612746/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-3","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","3","65.0","14.9","3.7","7.7","-7.9","2.0","9.0","24.6","46.0","36.5"
"Ben Gordon","https://www.nba.com/stats/player/2732/","CHI","https://www.nba.com/stats/team/1610612741/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","82.0","20.7","3.5","3.4","0.1","1.8","7.8","24.3","57.3","15.6"
"Ben Wallace","https://www.nba.com/stats/player/1112/","CLE","https://www.nba.com/stats/team/1610612739/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-9","240","Virginia Union","https://www.nba.com/stats/players/traditional/?College=Virginia%20Union","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","56.0","2.9","6.5","0.8","17.9","11.2","17.8","7.7","45.0","4.5"
"Beno Udrih","https://www.nba.com/stats/player/2757/","SAC","https://www.nba.com/stats/team/1610612758/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-3","205","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","73.0","11.0","3.0","4.7","-7.8","2.1","8.0","18.0","52.5","23.7"
"Blake Ahearn","https://www.nba.com/stats/player/201336/","SAS","https://www.nba.com/stats/team/1610612759/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-2","190","Missouri State","https://www.nba.com/stats/players/traditional/?College=Missouri%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","3.0","2.7","0.3","0.7","24.1","0.0","5.9","18.6","58.1","20.0"
"Bobby Brown","https://www.nba.com/stats/player/201628/","MIN","https://www.nba.com/stats/team/1610612750/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-2","175","Cal State-Fullerton","https://www.nba.com/stats/players/traditional/?College=Cal%20State-Fullerton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","68.0","5.3","0.8","1.7","-10.1","1.5","4.4","20.6","47.6","21.4"
"Bobby Jackson","https://www.nba.com/stats/player/1517/","SAC","https://www.nba.com/stats/team/1610612758/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-1","185","Minnesota","https://www.nba.com/stats/players/traditional/?College=Minnesota","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","23","71.0","7.5","2.8","2.0","-6.5","2.9","11.0","17.5","50.2","16.0"
"Bobby Simmons","https://www.nba.com/stats/player/2250/","NJN","https://www.nba.com/stats/team/1610612751/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-6","230","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","2","41","71.0","7.8","3.9","1.3","0.7","4.3","12.5","13.9","59.6","8.1"
"Boris Diaw","https://www.nba.com/stats/player/2564/","CHA","https://www.nba.com/stats/team/1610612766/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-8","235","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","81.0","13.2","5.3","4.1","1.7","4.7","12.0","19.6","56.5","20.8"
"Brad Miller","https://www.nba.com/stats/player/1802/","CHI","https://www.nba.com/stats/team/1610612741/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","7-0","261","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","70.0","11.9","7.8","3.3","-3.6","7.4","19.8","18.3","56.6","17.3"
"Brandan Wright","https://www.nba.com/stats/player/201148/","GSW","https://www.nba.com/stats/team/1610612744/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-10","210","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","39.0","8.3","4.0","0.5","-4.7","9.0","12.9","18.9","57.0","4.7"
"Brandon Bass","https://www.nba.com/stats/player/101138/","DAL","https://www.nba.com/stats/team/1610612742/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-8","250","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","81.0","8.5","4.5","0.5","1.9","8.7","15.5","19.5","57.1","4.5"
"Brandon Roy","https://www.nba.com/stats/player/200750/","POR","https://www.nba.com/stats/team/1610612757/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-6","211","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","6","78.0","22.6","4.7","5.1","9.0","3.9","10.3","27.2","57.3","24.3"
"Brandon Rush","https://www.nba.com/stats/player/201575/","IND","https://www.nba.com/stats/team/1610612754/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","210","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","13","75.0","8.1","3.1","0.9","-4.2","1.8","10.8","16.4","50.5","5.6"
"Brendan Haywood","https://www.nba.com/stats/player/2217/","WAS","https://www.nba.com/stats/team/1610612764/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","7-0","263","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","1","20","6.0","9.7","7.3","1.3","-7.2","8.1","17.4","17.3","49.0","7.3"
"Brent Barry","https://www.nba.com/stats/player/699/","HOU","https://www.nba.com/stats/team/1610612745/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-7","210","Oregon State","https://www.nba.com/stats/players/traditional/?College=Oregon%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","15","56.0","3.7","1.7","1.4","0.7","2.0","9.3","11.8","57.5","14.1"
"Brevin Knight","https://www.nba.com/stats/player/1510/","UTA","https://www.nba.com/stats/team/1610612762/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","5-10","166","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","16","74.0","2.4","1.2","2.6","3.9","1.4","8.3","13.1","41.4","30.7"
"Brian Cardinal","https://www.nba.com/stats/player/2073/","MIN","https://www.nba.com/stats/team/1610612750/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-8","240","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2000","https://www.nba.com/stats/players/traditional/?DraftYear=2000","2","44","64.0","3.0","2.2","1.2","1.5","4.5","12.3","11.5","51.5","12.6"
