"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alando Tucker","https://www.nba.com/stats/player/201169/","PHX","https://www.nba.com/stats/team/1610612756/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-6","205","Wisconsin","https://www.nba.com/stats/players/traditional/?College=Wisconsin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","29","6.0","3.7","1.3","0.0","-10.3","8.3","6.3","23.4","44.6","0.0"
"Alexander Johnson","https://www.nba.com/stats/player/200792/","MIA","https://www.nba.com/stats/team/1610612748/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","230","Florida State","https://www.nba.com/stats/players/traditional/?College=Florida%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","2","45","43.0","4.2","2.2","0.3","-13.2","6.4","13.1","17.7","55.4","4.5"
"Allen Iverson","https://www.nba.com/stats/player/947/","DEN","https://www.nba.com/stats/team/1610612743/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-0","180","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","1","82.0","26.4","3.0","7.1","5.1","1.3","5.4","26.3","56.7","27.1"
"Alonzo Mourning","https://www.nba.com/stats/player/297/","MIA","https://www.nba.com/stats/team/1610612748/traditional","38","https://www.nba.com/stats/players/traditional/?CF=AGE*E*38","6-10","261","Georgetown","https://www.nba.com/stats/players/traditional/?College=Georgetown","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1992","https://www.nba.com/stats/players/traditional/?DraftYear=1992","1","2","25.0","6.0","3.7","0.3","-3.7","9.0","14.2","17.7","58.0","3.2"
"Amar'e Stoudemire","https://www.nba.com/stats/player/2405/","PHX","https://www.nba.com/stats/team/1610612756/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-10","249","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","9","79.0","25.2","9.1","1.5","8.1","7.6","19.1","27.8","65.6","7.2"
"Amir Johnson","https://www.nba.com/stats/player/101161/","DET","https://www.nba.com/stats/team/1610612765/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-9","210","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","56","62.0","3.6","3.8","0.5","12.7","11.9","18.1","13.2","58.4","5.8"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-10","240","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","48.0","6.7","8.3","1.1","3.3","9.9","21.3","13.3","48.5","6.5"
"Andray Blatche","https://www.nba.com/stats/player/101154/","WAS","https://www.nba.com/stats/team/1610612764/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","248","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","49","82.0","7.5","5.2","1.1","-6.2","10.0","16.7","19.4","51.2","9.6"
"Andre Barrett","https://www.nba.com/stats/player/2857/","LAC","https://www.nba.com/stats/team/1610612746/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","5-10","173","Seton Hall","https://www.nba.com/stats/players/traditional/?College=Seton%20Hall","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","4.0","1.5","0.3","1.8","-25.3","0.0","4.2","12.1","51.0","58.3"
"Andre Brown","https://www.nba.com/stats/player/2810/","MEM","https://www.nba.com/stats/team/1610612763/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-9","245","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","33.0","3.0","2.8","0.2","-9.6","11.3","19.6","16.7","50.2","4.5"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","PHI","https://www.nba.com/stats/team/1610612755/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-6","207","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","82.0","19.9","5.4","4.8","0.2","2.7","11.9","23.6","54.3","20.7"
"Andre Miller","https://www.nba.com/stats/player/1889/","PHI","https://www.nba.com/stats/team/1610612755/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-2","200","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","8","82.0","17.0","4.0","6.9","-1.1","3.2","8.1","22.6","53.7","31.8"
"Andre Owens","https://www.nba.com/stats/player/101261/","IND","https://www.nba.com/stats/team/1610612754/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-4","200","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","31.0","4.0","1.5","1.5","-1.2","3.3","8.1","15.9","50.4","18.0"
"Andrea Bargnani","https://www.nba.com/stats/player/200745/","TOR","https://www.nba.com/stats/team/1610612761/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","7-0","250","None","https://www.nba.com/stats/players/traditional/?College=None","Italy","https://www.nba.com/stats/players/traditional/?Country=Italy","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","1","1","78.0","10.2","3.7","1.1","3.7","2.8","13.6","22.3","49.5","7.3"
"Andrei Kirilenko","https://www.nba.com/stats/player/1905/","UTA","https://www.nba.com/stats/team/1610612762/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-9","223","None","https://www.nba.com/stats/players/traditional/?College=None","Russia","https://www.nba.com/stats/players/traditional/?Country=Russia","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","24","72.0","11.0","4.7","4.0","8.9","6.2","10.5","15.9","60.3","17.6"
"Andres Nocioni","https://www.nba.com/stats/player/2804/","CHI","https://www.nba.com/stats/team/1610612741/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-7","225","None","https://www.nba.com/stats/players/traditional/?College=None","Argentina","https://www.nba.com/stats/players/traditional/?Country=Argentina","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","82.0","13.2","4.2","1.2","-2.3","2.3","14.7","24.1","54.9","8.3"
"Andrew Bogut","https://www.nba.com/stats/player/101106/","MIL","https://www.nba.com/stats/team/1610612749/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","7-0","260","Utah","https://www.nba.com/stats/players/traditional/?College=Utah","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","1","78.0","14.3","9.8","2.6","-6.1","9.5","20.5","20.4","53.2","12.1"
"Andrew Bynum","https://www.nba.com/stats/player/101115/","LAL","https://www.nba.com/stats/team/1610612747/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","7-0","285","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","10","35.0","13.1","10.2","1.7","11.4","10.8","23.2","16.8","65.9","9.1"
"Andris Biedrins","https://www.nba.com/stats/player/2740/","GSW","https://www.nba.com/stats/team/1610612744/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-11","230","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","11","76.0","10.5","9.8","1.0","4.8","11.6","22.9","14.3","63.7","5.1"
"Anfernee Hardaway","https://www.nba.com/stats/player/358/","MIA","https://www.nba.com/stats/team/1610612748/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-7","215","Memphis State","https://www.nba.com/stats/players/traditional/?College=Memphis%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1993","https://www.nba.com/stats/players/traditional/?DraftYear=1993","1","3","16.0","3.8","2.2","2.2","-5.8","1.0","10.0","11.0","46.9","17.3"
"Antawn Jamison","https://www.nba.com/stats/player/1712/","WAS","https://www.nba.com/stats/team/1610612764/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-9","235","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","4","79.0","21.4","10.2","1.5","2.9","7.0","20.7","25.3","52.5","7.0"
"Anthony Carter","https://www.nba.com/stats/player/1853/","DEN","https://www.nba.com/stats/team/1610612743/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-2","195","Hawaii","https://www.nba.com/stats/players/traditional/?College=Hawaii","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","70.0","7.8","2.9","5.5","0.5","1.4","8.2","13.7","53.1","26.6"
"Anthony Johnson","https://www.nba.com/stats/player/1533/","SAC","https://www.nba.com/stats/team/1610612758/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-3","195","College of Charleston","https://www.nba.com/stats/players/traditional/?College=College%20of%20Charleston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","2","39","69.0","5.6","2.0","3.8","-3.8","1.5","7.8","13.4","51.7","26.8"
"Anthony Parker","https://www.nba.com/stats/player/1515/","TOR","https://www.nba.com/stats/team/1610612761/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-6","215","Bradley","https://www.nba.com/stats/players/traditional/?College=Bradley","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","21","82.0","12.5","4.1","2.2","3.5","2.0","11.2","17.2","58.0","10.7"
"Antoine Walker","https://www.nba.com/stats/player/952/","MIN","https://www.nba.com/stats/team/1610612750/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-9","245","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1996","https://www.nba.com/stats/players/traditional/?DraftYear=1996","1","6","46.0","8.0","3.7","1.0","-5.2","5.9","12.8","22.0","45.5","8.5"
"Antoine Wright","https://www.nba.com/stats/player/101120/","DAL","https://www.nba.com/stats/team/1610612742/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-7","215","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","1","15","56.0","6.3","2.6","1.4","-6.6","3.4","8.9","15.0","48.8","11.3"
"Antonio Daniels","https://www.nba.com/stats/player/1498/","WAS","https://www.nba.com/stats/team/1610612764/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-4","205","Bowling Green","https://www.nba.com/stats/players/traditional/?College=Bowling%20Green","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","4","71.0","8.4","2.9","4.8","0.0","1.1","9.1","13.2","54.9","23.9"
"Antonio McDyess","https://www.nba.com/stats/player/686/","DET","https://www.nba.com/stats/team/1610612765/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-9","245","Alabama","https://www.nba.com/stats/players/traditional/?College=Alabama","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1995","https://www.nba.com/stats/players/traditional/?DraftYear=1995","1","2","78.0","8.8","8.5","1.1","7.6","9.3","22.5","15.5","51.1","6.1"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","DET","https://www.nba.com/stats/team/1610612765/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-5","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","75.0","3.7","1.8","0.7","7.1","3.8","10.4","14.4","49.4","8.6"
"Austin Croshere","https://www.nba.com/stats/player/1506/","GSW","https://www.nba.com/stats/team/1610612744/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-10","235","Providence","https://www.nba.com/stats/players/traditional/?College=Providence","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","12","44.0","3.9","2.4","0.7","0.4","6.5","15.1","15.7","57.3","10.0"
"Awvee Storey","https://www.nba.com/stats/player/2852/","MIL","https://www.nba.com/stats/team/1610612749/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-6","225","Arizona State","https://www.nba.com/stats/players/traditional/?College=Arizona%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","26.0","3.5","2.1","0.6","-9.0","10.8","9.4","17.9","45.2","10.2"
"Baron Davis","https://www.nba.com/stats/player/1884/","GSW","https://www.nba.com/stats/team/1610612744/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-3","215","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1999","https://www.nba.com/stats/players/traditional/?DraftYear=1999","1","3","82.0","21.8","4.7","7.6","3.5","2.8","9.0","25.3","52.3","29.1"
"Ben Gordon","https://www.nba.com/stats/player/2732/","CHI","https://www.nba.com/stats/team/1610612741/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-3","200","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","3","72.0","18.6","3.1","3.0","-5.5","1.6","8.1","25.2","55.8","16.8"
"Ben Wallace","https://www.nba.com/stats/player/1112/","CLE","https://www.nba.com/stats/team/1610612739/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-9","240","Virginia Union","https://www.nba.com/stats/players/traditional/?College=Virginia%20Union","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","72.0","4.8","8.4","1.5","-3.2","10.1","17.6","10.0","40.8","7.0"
"Beno Udrih","https://www.nba.com/stats/player/2757/","SAC","https://www.nba.com/stats/team/1610612758/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-3","205","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","65.0","12.8","3.3","4.3","-0.6","1.7","9.0","19.5","54.0","22.2"
"Billy Thomas","https://www.nba.com/stats/player/2873/","CLE","https://www.nba.com/stats/team/1610612739/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-5","220","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","11.0","1.3","0.2","0.0","-10.0","0.0","5.3","21.8","39.1","0.0"
"Blake Ahearn","https://www.nba.com/stats/player/201336/","MIA","https://www.nba.com/stats/team/1610612748/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-2","190","Missouri State","https://www.nba.com/stats/players/traditional/?College=Missouri%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","12.0","5.8","1.6","1.6","-23.4","0.6","9.7","24.3","49.5","28.8"
"Bo Outlaw","https://www.nba.com/stats/player/448/","ORL","https://www.nba.com/stats/team/1610612753/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-8","220","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","2.0","2.0","0.0","0.0","-36.8","0.0","0.0","26.7","66.7","0.0"
"Bobby Jackson","https://www.nba.com/stats/player/1517/","HOU","https://www.nba.com/stats/team/1610612745/traditional","35","https://www.nba.com/stats/players/traditional/?CF=AGE*E*35","6-1","185","Minnesota","https://www.nba.com/stats/players/traditional/?College=Minnesota","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1997","https://www.nba.com/stats/players/traditional/?DraftYear=1997","1","23","72.0","7.7","2.5","1.9","5.6","2.4","10.8","20.0","51.0","17.0"
"Bobby Jones","https://www.nba.com/stats/player/200784/","DEN","https://www.nba.com/stats/team/1610612743/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-7","215","Washington","https://www.nba.com/stats/players/traditional/?College=Washington","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2006","https://www.nba.com/stats/players/traditional/?DraftYear=2006","2","37","47.0","3.8","2.0","0.6","-6.4","5.6","11.9","15.9","54.8","9.2"
"Bobby Simmons","https://www.nba.com/stats/player/2250/","MIL","https://www.nba.com/stats/team/1610612749/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-6","230","DePaul","https://www.nba.com/stats/players/traditional/?College=DePaul","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2001","https://www.nba.com/stats/players/traditional/?DraftYear=2001","2","41","70.0","7.6","3.2","1.1","-7.7","4.3","11.7","17.6","50.4","8.7"
"Bonzi Wells","https://www.nba.com/stats/player/1719/","NOH","https://www.nba.com/stats/team/1610612740/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-5","210","Ball State","https://www.nba.com/stats/players/traditional/?College=Ball%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","1998","https://www.nba.com/stats/players/traditional/?DraftYear=1998","1","11","73.0","9.1","4.5","1.3","1.1","5.4","16.3","22.4","49.5","11.0"
"Boris Diaw","https://www.nba.com/stats/player/2564/","PHX","https://www.nba.com/stats/team/1610612756/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-8","235","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","82.0","8.8","4.6","3.9","3.8","4.6","11.4","16.4","51.6","19.6"
"Bostjan Nachbar","https://www.nba.com/stats/player/2411/","NJN","https://www.nba.com/stats/team/1610612751/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-9","221","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2002","https://www.nba.com/stats/players/traditional/?DraftYear=2002","1","15","75.0","9.8","3.5","1.2","-8.4","3.3","12.6","20.9","53.1","10.0"
"Brad Miller","https://www.nba.com/stats/player/1802/","SAC","https://www.nba.com/stats/team/1610612758/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","7-0","261","Purdue","https://www.nba.com/stats/players/traditional/?College=Purdue","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","72.0","13.4","9.5","3.7","1.7","7.2","21.1","18.1","55.8","16.1"
"Brandan Wright","https://www.nba.com/stats/player/201148/","GSW","https://www.nba.com/stats/team/1610612744/traditional","20","https://www.nba.com/stats/players/traditional/?CF=AGE*E*20","6-9","205","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","38.0","4.0","2.6","0.2","-2.1","9.2","15.0","15.8","58.3","3.5"
