"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","DET","https://www.nba.com/stats/team/1610612765/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","72.0","5.3","3.2","0.7","0.0","2.6","14.3","12.2","54.3","5.8"
"Archie Goodwin","https://www.nba.com/stats/player/203462/","PHX","https://www.nba.com/stats/team/1610612756/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-5","200","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","29","57.0","8.9","2.5","2.1","-9.0","2.3","10.4","22.7","49.8","17.4"
"Aron Baynes","https://www.nba.com/stats/player/203382/","DET","https://www.nba.com/stats/team/1610612765/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-10","260","Washington State","https://www.nba.com/stats/players/traditional/?College=Washington%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","81.0","6.3","4.7","0.6","-3.4","10.6","20.2","18.4","56.3","7.0"
"Arron Afflalo","https://www.nba.com/stats/player/201167/","NYK","https://www.nba.com/stats/team/1610612752/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-5","210","UCLA","https://www.nba.com/stats/players/traditional/?College=UCLA","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","27","71.0","12.8","3.7","2.0","-3.4","1.0","9.8","17.8","53.1","9.7"
"Austin Rivers","https://www.nba.com/stats/player/203085/","LAC","https://www.nba.com/stats/team/1610612746/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-4","200","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","10","67.0","8.9","1.9","1.5","-4.0","1.5","7.0","18.8","52.3","11.6"
"Avery Bradley","https://www.nba.com/stats/player/202340/","BOS","https://www.nba.com/stats/team/1610612738/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-2","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","76.0","15.2","2.9","2.1","4.6","1.8","6.5","19.7","53.8","9.5"
"Axel Toupane","https://www.nba.com/stats/player/1626253/","DEN","https://www.nba.com/stats/team/1610612743/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-7","210","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","21.0","3.6","1.5","0.7","-2.2","2.8","7.6","12.2","49.0","6.8"
"Ben McLemore","https://www.nba.com/stats/player/203463/","SAC","https://www.nba.com/stats/team/1610612758/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-5","195","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","7","68.0","7.8","2.2","1.2","1.2","2.3","7.6","17.2","53.1","7.6"
"Beno Udrih","https://www.nba.com/stats/player/2757/","MEM","https://www.nba.com/stats/team/1610612763/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","6-3","205","None","https://www.nba.com/stats/players/traditional/?College=None","Slovenia","https://www.nba.com/stats/players/traditional/?Country=Slovenia","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","28","44.0","4.7","1.6","2.6","-1.7","1.2","9.1","16.7","49.6","25.6"
"Bismack Biyombo","https://www.nba.com/stats/player/202687/","TOR","https://www.nba.com/stats/team/1610612761/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-9","245","None","https://www.nba.com/stats/players/traditional/?College=None","DRC","https://www.nba.com/stats/players/traditional/?Country=DRC","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","7","82.0","5.5","8.0","0.4","3.1","10.0","24.9","11.4","58.6","2.5"
"Blake Griffin","https://www.nba.com/stats/player/201933/","LAC","https://www.nba.com/stats/team/1610612746/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-10","251","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","35.0","21.4","8.4","4.9","7.3","4.4","19.6","28.9","54.4","25.8"
"Boban Marjanović","https://www.nba.com/stats/player/1626246/","SAS","https://www.nba.com/stats/team/1610612759/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","7-3","290","None","https://www.nba.com/stats/players/traditional/?College=None","Serbia","https://www.nba.com/stats/players/traditional/?Country=Serbia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","54.0","5.5","3.6","0.4","4.5","15.4","24.6","22.0","66.2","7.2"
"Bobby Portis","https://www.nba.com/stats/player/1626171/","CHI","https://www.nba.com/stats/team/1610612741/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-11","230","Arkansas","https://www.nba.com/stats/players/traditional/?College=Arkansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","1","22","62.0","7.0","5.4","0.8","-7.6","10.1","18.6","20.3","46.9","7.6"
"Bojan Bogdanović","https://www.nba.com/stats/player/202711/","BKN","https://www.nba.com/stats/team/1610612751/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-8","216","None","https://www.nba.com/stats/players/traditional/?College=None","Croatia","https://www.nba.com/stats/players/traditional/?Country=Croatia","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","2","31","79.0","11.2","3.2","1.3","-9.2","1.7","10.5","19.0","55.0","7.3"
"Boris Diaw","https://www.nba.com/stats/player/2564/","SAS","https://www.nba.com/stats/team/1610612759/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-8","250","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","2003","https://www.nba.com/stats/players/traditional/?DraftYear=2003","1","21","76.0","6.4","3.1","2.3","10.2","4.5","12.4","16.4","58.2","18.2"
"Bradley Beal","https://www.nba.com/stats/player/203078/","WAS","https://www.nba.com/stats/team/1610612764/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-5","207","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","3","55.0","17.4","3.4","2.9","-0.2","2.4","8.8","24.5","54.7","15.3"
"Brandan Wright","https://www.nba.com/stats/player/201148/","MEM","https://www.nba.com/stats/team/1610612763/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-10","210","North Carolina","https://www.nba.com/stats/players/traditional/?College=North%20Carolina","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2007","https://www.nba.com/stats/players/traditional/?DraftYear=2007","1","8","12.0","6.9","3.6","0.5","-11.1","6.6","13.4","15.2","66.3","5.0"
"Branden Dawson","https://www.nba.com/stats/player/1626183/","LAC","https://www.nba.com/stats/team/1610612746/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","225","Michigan State","https://www.nba.com/stats/players/traditional/?College=Michigan%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","2","56","6.0","0.8","0.7","0.0","-29.5","9.1","6.3","7.8","46.0","0.0"
"Brandon Bass","https://www.nba.com/stats/player/101138/","LAL","https://www.nba.com/stats/team/1610612747/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-8","250","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2005","https://www.nba.com/stats/players/traditional/?DraftYear=2005","2","33","66.0","7.2","4.3","1.1","-0.9","7.4","13.6","13.6","61.9","8.8"
"Brandon Jennings","https://www.nba.com/stats/player/201943/","ORL","https://www.nba.com/stats/team/1610612753/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-1","169","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","10","48.0","6.9","2.0","3.5","0.3","1.7","9.2","19.2","49.1","29.8"
"Brandon Knight","https://www.nba.com/stats/player/202688/","PHX","https://www.nba.com/stats/team/1610612756/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-3","189","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","8","52.0","19.6","3.9","5.1","-5.5","1.8","9.0","25.8","52.2","23.4"
"Brandon Rush","https://www.nba.com/stats/player/201575/","GSW","https://www.nba.com/stats/team/1610612744/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-6","220","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","13","72.0","4.2","2.5","0.8","-0.9","2.1","14.0","12.5","56.0","7.2"
"Brian Roberts","https://www.nba.com/stats/player/203148/","POR","https://www.nba.com/stats/team/1610612757/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-1","173","Dayton","https://www.nba.com/stats/players/traditional/?College=Dayton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","51.0","4.0","0.8","1.1","-7.0","1.2","7.5","18.8","55.2","20.5"
"Briante Weber","https://www.nba.com/stats/player/1627362/","MIA","https://www.nba.com/stats/team/1610612748/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-2","165","Virginia Commonwealth","https://www.nba.com/stats/players/traditional/?College=Virginia%20Commonwealth","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","7.0","4.4","3.6","3.0","-21.2","3.7","11.5","11.7","38.0","17.5"
"Brook Lopez","https://www.nba.com/stats/player/201572/","BKN","https://www.nba.com/stats/team/1610612751/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","7-0","275","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","73.0","20.6","7.8","2.0","-2.4","8.6","15.3","27.2","56.2","10.6"
