"Anchor_anchor__cSc3P","Anchor_anchor__cSc3P href","Anchor_anchor__cSc3P 2","Anchor_anchor__cSc3P href 2","Anchor_anchor__cSc3P 3","Anchor_anchor__cSc3P href 3","tablescraper-selected-row","tablescraper-selected-row 2","Anchor_anchor__cSc3P 4","Anchor_anchor__cSc3P href 4","Anchor_anchor__cSc3P 5","Anchor_anchor__cSc3P href 5","Anchor_anchor__cSc3P 6","Anchor_anchor__cSc3P href 6","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11","tablescraper-selected-row 12","tablescraper-selected-row 13","tablescraper-selected-row 14"
"Alex Caruso","https://www.nba.com/stats/player/1627936/","LAL","https://www.nba.com/stats/team/1610612747/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-4","186","Texas A&M","https://www.nba.com/stats/players/traditional/?College=Texas%20A&M","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","58.0","6.4","2.9","2.8","5.5","2.5","11.4","14.4","54.7","19.0"
"Alex Len","https://www.nba.com/stats/player/203458/","WAS","https://www.nba.com/stats/team/1610612764/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","7-0","250","Maryland","https://www.nba.com/stats/players/traditional/?College=Maryland","Ukraine","https://www.nba.com/stats/players/traditional/?Country=Ukraine","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","5","64.0","6.6","4.1","0.8","-4.0","7.7","17.4","16.1","64.3","6.9"
"Alfonzo McKinnie","https://www.nba.com/stats/player/1628035/","LAL","https://www.nba.com/stats/team/1610612747/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-7","215","Wisc.-Green Bay","https://www.nba.com/stats/players/traditional/?College=Wisc.-Green%20Bay","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","39.0","3.1","1.4","0.2","0.7","7.6","11.3","16.4","60.4","3.6"
"Alize Johnson","https://www.nba.com/stats/player/1628993/","BKN","https://www.nba.com/stats/team/1610612751/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-7","212","Missouri State","https://www.nba.com/stats/players/traditional/?College=Missouri%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2018","https://www.nba.com/stats/players/traditional/?DraftYear=2018","2","50","18.0","5.2","5.0","0.8","-4.5","12.7","32.0","17.5","63.8","11.0"
"Amida Brimah","https://www.nba.com/stats/player/1628578/","IND","https://www.nba.com/stats/team/1610612754/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-10","230","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","5.0","2.6","1.6","0.2","32.8","7.7","15.0","17.6","69.7","4.2"
"Amir Coffey","https://www.nba.com/stats/player/1629599/","LAC","https://www.nba.com/stats/team/1610612746/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-7","210","Minnesota","https://www.nba.com/stats/players/traditional/?College=Minnesota","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","44.0","3.2","1.0","0.5","-1.2","2.3","8.1","14.5","58.5","9.0"
"Anderson Varejao","https://www.nba.com/stats/player/2760/","CLE","https://www.nba.com/stats/team/1610612739/traditional","38","https://www.nba.com/stats/players/traditional/?CF=AGE*E*38","6-11","260","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","2","30","5.0","2.6","4.0","0.6","-37.6","14.6","34.2","22.8","32.6","15.0"
"Andre Drummond","https://www.nba.com/stats/player/203083/","LAL","https://www.nba.com/stats/team/1610612747/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-10","279","Connecticut","https://www.nba.com/stats/players/traditional/?College=Connecticut","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","9","46.0","14.9","12.0","2.0","-3.9","13.2","33.6","26.9","51.9","12.4"
"Andre Iguodala","https://www.nba.com/stats/player/2738/","MIA","https://www.nba.com/stats/team/1610612748/traditional","37","https://www.nba.com/stats/players/traditional/?CF=AGE*E*37","6-6","215","Arizona","https://www.nba.com/stats/players/traditional/?College=Arizona","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2004","https://www.nba.com/stats/players/traditional/?DraftYear=2004","1","9","63.0","4.4","3.5","2.3","-2.5","3.0","13.4","10.9","51.9","15.3"
"Andre Roberson","https://www.nba.com/stats/player/203460/","BKN","https://www.nba.com/stats/team/1610612751/traditional","29","https://www.nba.com/stats/players/traditional/?CF=AGE*E*29","6-7","210","Colorado","https://www.nba.com/stats/players/traditional/?College=Colorado","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","26","5.0","1.2","3.0","0.8","-18.4","10.3","13.6","11.7","20.2","9.8"
"Andrew Wiggins","https://www.nba.com/stats/player/203952/","GSW","https://www.nba.com/stats/team/1610612744/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-7","197","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","1","71.0","18.6","4.9","2.4","-0.2","3.4","10.6","22.9","56.8","11.0"
"Anfernee Simons","https://www.nba.com/stats/player/1629014/","POR","https://www.nba.com/stats/team/1610612757/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-3","181","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2018","https://www.nba.com/stats/players/traditional/?DraftYear=2018","1","24","64.0","7.8","2.2","1.4","0.8","1.2","10.9","18.0","58.9","11.7"
"Anthony Davis","https://www.nba.com/stats/player/203076/","LAL","https://www.nba.com/stats/team/1610612747/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-10","253","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","1","36.0","21.8","7.9","3.1","5.2","5.4","19.8","28.7","55.6","15.4"
"Anthony Edwards","https://www.nba.com/stats/player/1630162/","MIN","https://www.nba.com/stats/team/1610612750/traditional","19","https://www.nba.com/stats/players/traditional/?CF=AGE*E*19","6-4","225","Georgia","https://www.nba.com/stats/players/traditional/?College=Georgia","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2020","https://www.nba.com/stats/players/traditional/?DraftYear=2020","1","1","72.0","19.3","4.7","2.9","-5.0","2.3","12.1","26.4","52.3","14.2"
"Anthony Gill","https://www.nba.com/stats/player/1630264/","WAS","https://www.nba.com/stats/team/1610612764/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-7","230","Virginia","https://www.nba.com/stats/players/traditional/?College=Virginia","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","26.0","3.1","2.0","0.4","-1.6","7.4","15.1","14.3","59.7","7.3"
"Anthony Lamb","https://www.nba.com/stats/player/1630237/","HOU","https://www.nba.com/stats/team/1610612745/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-6","227","Vermont","https://www.nba.com/stats/players/traditional/?College=Vermont","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","24.0","5.5","2.9","1.0","-9.2","5.5","10.9","14.4","52.3","8.0"
"Anthony Tolliver","https://www.nba.com/stats/player/201229/","PHI","https://www.nba.com/stats/team/1610612755/traditional","36","https://www.nba.com/stats/players/traditional/?CF=AGE*E*36","6-8","240","Creighton","https://www.nba.com/stats/players/traditional/?College=Creighton","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","11.0","1.5","0.9","0.2","16.6","2.8","7.1","9.0","43.3","2.5"
"Anžejs Pasečņiks","https://www.nba.com/stats/player/1628394/","WAS","https://www.nba.com/stats/team/1610612764/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","7-1","229","None","https://www.nba.com/stats/players/traditional/?College=None","Latvia","https://www.nba.com/stats/players/traditional/?Country=Latvia","2017","https://www.nba.com/stats/players/traditional/?DraftYear=2017","1","25","1.0","0.0","1.0","1.0","-104.4","14.3","0.0","37.5","0.0","33.3"
"Armoni Brooks","https://www.nba.com/stats/player/1629717/","HOU","https://www.nba.com/stats/team/1610612745/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-3","195","Houston","https://www.nba.com/stats/players/traditional/?College=Houston","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2019","https://www.nba.com/stats/players/traditional/?DraftYear=2019","","","20.0","11.2","3.4","1.5","-11.7","1.7","11.2","17.5","56.5","9.0"
"Aron Baynes","https://www.nba.com/stats/player/203382/","TOR","https://www.nba.com/stats/team/1610612761/traditional","34","https://www.nba.com/stats/players/traditional/?CF=AGE*E*34","6-10","260","Washington State","https://www.nba.com/stats/players/traditional/?College=Washington%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","53.0","6.1","5.2","0.9","-4.4","8.2","19.2","15.7","50.3","7.0"
"Ashton Hagans","https://www.nba.com/stats/player/1630204/","MIN","https://www.nba.com/stats/team/1610612750/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","6-3","190","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","2.0","0.0","0.0","0.0","-21.8","0.0","0.0","8.3","0.0","0.0"
"Austin Rivers","https://www.nba.com/stats/player/203085/","DEN","https://www.nba.com/stats/team/1610612743/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-4","200","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","10","36.0","7.9","2.3","2.3","0.0","0.9","8.8","15.0","55.1","13.6"
"Avery Bradley","https://www.nba.com/stats/player/202340/","HOU","https://www.nba.com/stats/team/1610612745/traditional","30","https://www.nba.com/stats/players/traditional/?CF=AGE*E*30","6-3","180","University of Texas at Austin","https://www.nba.com/stats/players/traditional/?College=University%20of%20Texas%20at%20Austin","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2010","https://www.nba.com/stats/players/traditional/?DraftYear=2010","1","19","27.0","6.4","2.1","1.7","-10.2","1.3","7.8","14.6","48.7","10.8"
"Axel Toupane","https://www.nba.com/stats/player/1626253/","MIL","https://www.nba.com/stats/team/1610612749/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-7","210","None","https://www.nba.com/stats/players/traditional/?College=None","France","https://www.nba.com/stats/players/traditional/?Country=France","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","8.0","1.8","0.8","0.5","-2.2","0.0","8.2","9.2","49.7","9.8"
"Bam Adebayo","https://www.nba.com/stats/player/1628389/","MIA","https://www.nba.com/stats/team/1610612748/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-9","255","Kentucky","https://www.nba.com/stats/players/traditional/?College=Kentucky","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2017","https://www.nba.com/stats/players/traditional/?DraftYear=2017","1","14","64.0","18.7","9.0","5.4","0.6","7.0","20.4","23.3","62.6","26.7"
"Ben McLemore","https://www.nba.com/stats/player/203463/","LAL","https://www.nba.com/stats/team/1610612747/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-3","195","Kansas","https://www.nba.com/stats/players/traditional/?College=Kansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2013","https://www.nba.com/stats/players/traditional/?DraftYear=2013","1","7","53.0","7.7","1.9","0.7","-4.2","1.5","9.1","19.2","52.3","6.4"
"Ben Simmons","https://www.nba.com/stats/player/1627732/","PHI","https://www.nba.com/stats/team/1610612755/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-11","240","Louisiana State","https://www.nba.com/stats/players/traditional/?College=Louisiana%20State","Australia","https://www.nba.com/stats/players/traditional/?Country=Australia","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","1","58.0","14.3","7.2","6.9","8.0","5.1","16.6","20.0","58.4","30.8"
"Bismack Biyombo","https://www.nba.com/stats/player/202687/","CHA","https://www.nba.com/stats/team/1610612766/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-8","255","None","https://www.nba.com/stats/players/traditional/?College=None","DRC","https://www.nba.com/stats/players/traditional/?Country=DRC","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","1","7","66.0","5.0","5.3","1.2","-8.9","9.4","15.0","11.3","57.4","8.7"
"Blake Griffin","https://www.nba.com/stats/player/201933/","BKN","https://www.nba.com/stats/team/1610612751/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-9","250","Oklahoma","https://www.nba.com/stats/players/traditional/?College=Oklahoma","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2009","https://www.nba.com/stats/players/traditional/?DraftYear=2009","1","1","46.0","11.0","4.9","3.0","2.1","2.9","15.9","19.1","54.6","17.1"
"Boban Marjanović","https://www.nba.com/stats/player/1626246/","DAL","https://www.nba.com/stats/team/1610612742/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","7-4","290","None","https://www.nba.com/stats/players/traditional/?College=None","Serbia","https://www.nba.com/stats/players/traditional/?Country=Serbia","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","33.0","4.7","3.9","0.3","5.9","15.9","29.1","23.1","56.2","6.0"
"Bobby Portis","https://www.nba.com/stats/player/1626171/","MIL","https://www.nba.com/stats/team/1610612749/traditional","26","https://www.nba.com/stats/players/traditional/?CF=AGE*E*26","6-10","250","Arkansas","https://www.nba.com/stats/players/traditional/?College=Arkansas","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2015","https://www.nba.com/stats/players/traditional/?DraftYear=2015","1","22","66.0","11.4","7.1","1.1","5.1","8.5","22.9","20.2","59.8","7.5"
"Bogdan Bogdanović","https://www.nba.com/stats/player/203992/","ATL","https://www.nba.com/stats/team/1610612737/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-6","220","None","https://www.nba.com/stats/players/traditional/?College=None","Serbia","https://www.nba.com/stats/players/traditional/?Country=Serbia","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","27","44.0","16.4","3.6","3.3","3.9","1.6","10.4","21.0","61.6","16.9"
"Bojan Bogdanović","https://www.nba.com/stats/player/202711/","UTA","https://www.nba.com/stats/team/1610612762/traditional","32","https://www.nba.com/stats/players/traditional/?CF=AGE*E*32","6-7","226","None","https://www.nba.com/stats/players/traditional/?College=None","Croatia","https://www.nba.com/stats/players/traditional/?Country=Croatia","2011","https://www.nba.com/stats/players/traditional/?DraftYear=2011","2","31","72.0","17.0","3.9","1.9","9.5","1.8","9.9","22.5","58.8","9.1"
"Bol Bol","https://www.nba.com/stats/player/1629626/","DEN","https://www.nba.com/stats/team/1610612743/traditional","21","https://www.nba.com/stats/players/traditional/?CF=AGE*E*21","7-2","220","Oregon","https://www.nba.com/stats/players/traditional/?College=Oregon","Sudan","https://www.nba.com/stats/players/traditional/?Country=Sudan","2019","https://www.nba.com/stats/players/traditional/?DraftYear=2019","2","44","32.0","2.2","0.8","0.2","-24.9","0.0","15.4","19.1","53.4","6.7"
"Brad Wanamaker","https://www.nba.com/stats/player/202954/","CHA","https://www.nba.com/stats/team/1610612766/traditional","31","https://www.nba.com/stats/players/traditional/?CF=AGE*E*31","6-3","210","Pittsburgh","https://www.nba.com/stats/players/traditional/?College=Pittsburgh","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","61.0","5.5","1.7","2.9","-5.7","1.6","8.0","16.6","48.9","25.1"
"Bradley Beal","https://www.nba.com/stats/player/203078/","WAS","https://www.nba.com/stats/team/1610612764/traditional","28","https://www.nba.com/stats/players/traditional/?CF=AGE*E*28","6-3","207","Florida","https://www.nba.com/stats/players/traditional/?College=Florida","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2012","https://www.nba.com/stats/players/traditional/?DraftYear=2012","1","3","60.0","31.3","4.7","4.4","-0.4","3.3","9.4","33.1","59.3","20.2"
"Brandon Clarke","https://www.nba.com/stats/player/1629634/","MEM","https://www.nba.com/stats/team/1610612763/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-8","215","Gonzaga","https://www.nba.com/stats/players/traditional/?College=Gonzaga","Canada","https://www.nba.com/stats/players/traditional/?Country=Canada","2019","https://www.nba.com/stats/players/traditional/?DraftYear=2019","1","21","59.0","10.3","5.6","1.6","0.2","6.4","16.0","16.7","56.0","9.4"
"Brandon Goodwin","https://www.nba.com/stats/player/1629164/","ATL","https://www.nba.com/stats/team/1610612737/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-0","180","Florida Gulf Coast","https://www.nba.com/stats/players/traditional/?College=Florida%20Gulf%20Coast","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","47.0","4.9","1.5","2.0","-4.4","1.2","9.7","19.0","47.1","24.6"
"Brandon Ingram","https://www.nba.com/stats/player/1627742/","NOP","https://www.nba.com/stats/team/1610612740/traditional","23","https://www.nba.com/stats/players/traditional/?CF=AGE*E*23","6-8","190","Duke","https://www.nba.com/stats/players/traditional/?College=Duke","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2016","https://www.nba.com/stats/players/traditional/?DraftYear=2016","1","2","61.0","23.8","4.9","4.9","1.0","1.6","12.6","27.9","58.4","21.8"
"Brian Bowen II","https://www.nba.com/stats/player/1628968/","IND","https://www.nba.com/stats/team/1610612754/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-6","190","None","https://www.nba.com/stats/players/traditional/?College=None","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","6.0","0.5","0.5","0.0","9.4","0.0","15.8","9.8","33.8","0.0"
"Brodric Thomas","https://www.nba.com/stats/player/1630271/","CLE","https://www.nba.com/stats/team/1610612739/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-5","185","Truman State","https://www.nba.com/stats/players/traditional/?College=Truman%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","32.0","3.9","1.7","0.9","-4.5","1.9","10.7","15.8","48.7","11.5"
"Brook Lopez","https://www.nba.com/stats/player/201572/","MIL","https://www.nba.com/stats/team/1610612749/traditional","33","https://www.nba.com/stats/players/traditional/?CF=AGE*E*33","7-0","282","Stanford","https://www.nba.com/stats/players/traditional/?College=Stanford","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2008","https://www.nba.com/stats/players/traditional/?DraftYear=2008","1","10","70.0","12.3","5.0","0.7","6.8","5.4","11.5","16.6","61.1","3.3"
"Bruce Brown","https://www.nba.com/stats/player/1628971/","BKN","https://www.nba.com/stats/team/1610612751/traditional","24","https://www.nba.com/stats/players/traditional/?CF=AGE*E*24","6-4","202","Miami","https://www.nba.com/stats/players/traditional/?College=Miami","USA","https://www.nba.com/stats/players/traditional/?Country=USA","2018","https://www.nba.com/stats/players/traditional/?DraftYear=2018","2","42","65.0","8.8","5.4","1.6","3.5","8.1","15.4","15.7","60.4","9.9"
"Bruno Caboclo","https://www.nba.com/stats/player/203998/","HOU","https://www.nba.com/stats/team/1610612745/traditional","25","https://www.nba.com/stats/players/traditional/?CF=AGE*E*25","6-9","218","None","https://www.nba.com/stats/players/traditional/?College=None","Brazil","https://www.nba.com/stats/players/traditional/?Country=Brazil","2014","https://www.nba.com/stats/players/traditional/?DraftYear=2014","1","20","6.0","2.8","2.3","0.2","2.3","6.4","26.8","23.2","47.5","4.8"
"Bruno Fernando","https://www.nba.com/stats/player/1628981/","ATL","https://www.nba.com/stats/team/1610612737/traditional","22","https://www.nba.com/stats/players/traditional/?CF=AGE*E*22","6-9","240","Maryland","https://www.nba.com/stats/players/traditional/?College=Maryland","Angola","https://www.nba.com/stats/players/traditional/?Country=Angola","2019","https://www.nba.com/stats/players/traditional/?DraftYear=2019","2","34","33.0","1.5","2.4","0.3","-6.0","6.6","25.6","13.3","47.5","6.9"
"Bryn Forbes","https://www.nba.com/stats/player/1627854/","MIL","https://www.nba.com/stats/team/1610612749/traditional","27","https://www.nba.com/stats/players/traditional/?CF=AGE*E*27","6-2","205","Michigan State","https://www.nba.com/stats/players/traditional/?College=Michigan%20State","USA","https://www.nba.com/stats/players/traditional/?Country=USA","Undrafted","https://www.nba.com/stats/players/traditional/?DraftPick=Undrafted","Undrafted","Undrafted","70.0","10.0","1.6","0.6","2.7","0.8","6.9","18.0","63.1","4.5"
